Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,Ranking
Alabama Crimson Tide,.472,.322,.713,13.413793103448276,23.79310344827586,12.137931034482758,6.448275862068965,3.8620689655172415,13.10344827586207,18.17241379310345,1
Arizona State Sun Devils,.526,.324,.674,13.5625,22.75,15.8125,5.40625,4.34375,13.65625,19.5625,2
Arizona Wildcats,.508,.353,.709,14.96875,27.96875,17.78125,8.5625,4.25,14.625,17.46875,4
Auburn Tigers,.517,.346,.660,12.264705882352942,23.029411764705884,13.441176470588236,7.911764705882353,5.176470588235294,15.911764705882353,16.5,3
Austin Peay Governors,.517,.347,.690,10.935483870967742,24.032258064516128,13.67741935483871,7.258064516129032,4.612903225806452,15.35483870967742,18.29032258064516,1
Butler Bulldogs,.536,.392,.719,7.909090909090909,20.060606060606062,12.727272727272727,6.2727272727272725,1.7878787878787878,10.696969696969697,16.0,3
BYU Cougars,.502,.375,.755,11.03125,24.40625,13.375,6.9375,2.5625,13.625,21.5,1
California Golden Bears,.503,.374,.681,11.290322580645162,24.032258064516128,15.709677419354838,6.548387096774194,2.806451612903226,13.96774193548387,17.193548387096776,2
Central Michigan Chippewas,.561,.390,.762,10.84375,22.875,15.75,7.40625,3.75,18.03125,20.5625,2
Cincinnati Bearcats,.435,.344,.690,12.620689655172415,22.896551724137932,12.310344827586206,5.241379310344827,4.310344827586207,10.586206896551724,19.17241379310345,1
Colorado Buffaloes,.482,.326,.669,14.40625,27.8125,13.25,6.125,6.6875,13.96875,17.75,1
Colorado State Rams,.546,.361,.697,11.333333333333334,24.272727272727273,15.575757575757576,5.424242424242424,4.515151515151516,16.757575757575758,20.666666666666668,1
Creighton Bluejays,.557,.390,.693,10.970588235294118,23.0,16.91176470588235,8.323529411764707,4.5,13.558823529411764,17.38235294117647,1
Dayton Flyers,.508,.359,.714,13.433333333333334,22.933333333333334,15.066666666666666,5.3,2.933333333333333,13.233333333333333,17.633333333333333,1
Duke Blue Devils,.499,.363,.712,13.06060606060606,23.484848484848484,13.454545454545455,8.666666666666666,5.393939393939394,14.0,21.151515151515152,3
Florida Gators,.532,.390,.703,10.666666666666666,24.151515151515152,16.424242424242426,7.545454545454546,3.9696969696969697,13.272727272727273,16.939393939393938,2
Gonzaga Bulldogs,.516,.376,.724,11.93939393939394,25.454545454545453,15.757575757575758,6.606060606060606,3.515151515151515,14.363636363636363,18.757575757575758,2
Holy Cross Crusaders,.502,.362,.708,12.161290322580646,24.322580645161292,15.774193548387096,7.935483870967742,4.451612903225806,13.741935483870968,18.612903225806452,1
Illinois Fighting Illini,.541,.366,.725,9.53125,25.875,17.96875,7.09375,3.125,13.0625,18.6875,2
Indiana Hoosiers,.475,.349,.718,11.382352941176471,24.91176470588235,13.823529411764707,4.294117647058823,5.147058823529412,11.529411764705882,18.029411764705884,2
IUPUI Jaguars,.503,.343,.700,11.882352941176471,21.0,13.441176470588236,8.5,1.7941176470588236,16.08823529411765,19.235294117647058,1
Kansas Jayhawks,.541,.335,.656,14.473684210526315,27.342105263157894,17.18421052631579,9.81578947368421,5.052631578947368,14.789473684210526,16.657894736842106,6
Kentucky Wildcats,.539,.356,.704,12.777777777777779,24.0,15.944444444444445,7.805555555555555,4.888888888888889,13.916666666666666,17.36111111111111,4
Louisville Cardinals,.526,.362,.696,13.8125,24.3125,16.53125,7.40625,4.625,13.3125,22.65625,2
LSU Fighting Tigers,.532,.377,.646,10.8125,24.3125,16.09375,7.96875,4.125,13.9375,16.375,1
Manhattan Jaspers,.486,.346,.788,11.4,23.0,13.933333333333334,9.166666666666666,3.8333333333333335,14.1,21.666666666666668,1
Marquette Golden Eagles,.513,.398,.771,14.757575757575758,21.848484848484848,16.151515151515152,6.0,3.5454545454545454,13.272727272727273,18.848484848484848,5
Maryland Terrapins,.492,.390,.713,13.193548387096774,26.838709677419356,18.483870967741936,10.387096774193548,6.387096774193548,13.903225806451612,18.967741935483872,3
Memphis Tigers,.481,.344,.654,14.933333333333334,25.166666666666668,16.433333333333334,7.2,5.066666666666666,13.733333333333333,18.766666666666666,1
Michigan State Spartans,.480,.375,.735,10.657142857142857,24.37142857142857,13.542857142857143,6.2,3.4571428571428573,14.342857142857143,20.2,4
Mississippi State Bulldogs,.523,.341,.674,12.064516129032258,24.967741935483872,14.35483870967742,8.64516129032258,3.7419354838709675,15.451612903225806,15.806451612903226,1
Missouri Tigers,.490,.361,.662,13.242424242424242,26.181818181818183,13.696969696969697,5.606060606060606,4.363636363636363,13.848484848484848,17.03030303030303,2
NC State Wolfpack,.528,.356,.770,9.35483870967742,22.548387096774192,14.709677419354838,7.67741935483871,3.225806451612903,14.193548387096774,18.70967741935484,1
Notre Dame Fighting Irish,.480,.385,.761,11.117647058823529,27.205882352941178,16.41176470588235,7.294117647058823,5.5588235294117645,13.117647058823529,16.205882352941178,3
Oklahoma Sooners,.473,.392,.693,12.176470588235293,24.61764705882353,14.176470588235293,6.970588235294118,3.6176470588235294,12.117647058823529,18.205882352941178,4
Oklahoma State Cowboys,.499,.317,.650,12.40625,24.3125,12.75,8.9375,5.34375,14.8125,20.125,2
Oregon Ducks,.500,.386,.774,11.424242424242424,24.636363636363637,17.181818181818183,7.96969696969697,2.757575757575758,15.272727272727273,20.96969696969697,1
Penn Quakers,.506,.413,.709,9.071428571428571,24.0,14.928571428571429,7.107142857142857,2.107142857142857,13.214285714285714,17.857142857142858,1
Pitt Panthers,.574,.364,.640,11.181818181818182,25.272727272727273,17.848484848484848,8.212121212121213,4.0606060606060606,14.666666666666666,17.90909090909091,3
Purdue Boilermakers,.477,.336,.752,10.4,23.433333333333334,12.0,7.2,2.8333333333333335,13.766666666666667,19.933333333333334,2
Sam Houston State Bearkats,.509,.358,.705,11.266666666666667,25.766666666666666,16.733333333333334,8.4,5.8,15.833333333333334,19.266666666666666,1
San Diego Toreros,.518,.379,.665,11.8,26.433333333333334,16.533333333333335,5.4,3.3666666666666667,17.866666666666667,20.066666666666666,1
