Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,Ranking
Michigan State Spartans,.529,.373,.669,9.371428571428572,27.057142857142857,16.885714285714286,4.314285714285714,4.628571428571429,14.0,19.97142857142857,2
Michigan Wolverines,.563,.385,.779,7.368421052631579,21.86842105263158,13.868421052631579,5.7894736842105265,2.8421052631578947,9.157894736842104,15.026315789473685,3
Middle Tennessee Blue Raiders,.540,.367,.699,9.86111111111111,25.5,15.333333333333334,6.722222222222222,2.7777777777777777,10.38888888888889,18.194444444444443,1
Minnesota Golden Gophers,.475,.343,.711,11.117647058823529,28.323529411764707,14.911764705882353,5.705882352941177,6.676470588235294,11.558823529411764,16.970588235294116,1
Mount St. Mary's Mountaineers,.494,.358,.673,7.666666666666667,22.38888888888889,11.194444444444445,6.166666666666667,3.9444444444444446,13.11111111111111,17.77777777777778,1
Nevada Wolf Pack,.492,.382,.705,11.028571428571428,27.571428571428573,15.971428571428572,5.4,4.3428571428571425,11.028571428571428,16.6,1
New Mexico State Aggies,.546,.337,.712,12.823529411764707,26.558823529411764,14.852941176470589,4.882352941176471,3.764705882352941,13.676470588235293,18.441176470588236,1
New Orleans Privateers,.525,.317,.710,12.0625,23.5625,15.625,7.875,3.03125,16.6875,17.5625,0.5
UNC Tar Heels,.514,.355,.701,15.75,27.95,18.05,7.075,3.475,11.825,17.775,7
Northwestern State Demons,.479,.366,.690,11.620689655172415,24.551724137931036,13.96551724137931,6.758620689655173,2.6551724137931036,15.137931034482758,19.586206896551722,2
Notre Dame Fighting Irish,.509,.384,.800,9.277777777777779,24.38888888888889,15.722222222222221,7.083333333333333,3.7222222222222223,9.472222222222221,14.805555555555555,2
Oklahoma State Cowboys,.503,.402,.789,13.757575757575758,23.060606060606062,14.727272727272727,7.636363636363637,3.0,13.090909090909092,22.12121212121212,1
Oregon Ducks,.545,.380,.712,10.564102564102564,26.128205128205128,15.743589743589743,6.487179487179487,6.358974358974359,11.64102564102564,15.743589743589743,5
Princeton Tigers,.511,.378,.738,8.233333333333333,25.2,14.2,6.666666666666667,3.1,9.933333333333334,16.066666666666666,1
Providence Friars,.491,.371,.691,8.909090909090908,24.454545454545453,14.272727272727273,6.606060606060606,2.9696969696969697,12.484848484848484,17.242424242424242,0.5
Purdue Boilermakers,.527,.403,.757,9.82857142857143,27.942857142857143,18.285714285714285,5.171428571428572,2.4857142857142858,13.0,15.771428571428572,3
Rhode Island Rams,.512,.332,.668,11.685714285714285,25.485714285714284,13.342857142857143,6.485714285714286,5.885714285714286,11.114285714285714,20.714285714285715,2
Saint Mary's Gaels,.569,.394,.745,9.529411764705882,25.91176470588235,16.558823529411764,4.205882352941177,3.235294117647059,10.735294117647058,15.058823529411764,2
Seton Hall Pirates,.496,.338,.643,13.303030303030303,26.424242424242426,12.272727272727273,6.909090909090909,2.484848484848485,13.606060606060606,18.575757575757574,1
SMU Mustangs,.511,.406,.697,11.885714285714286,26.257142857142856,16.17142857142857,5.714285714285714,3.342857142857143,10.771428571428572,14.457142857142857,1
South Carolina Gamecocks,.462,.338,.699,12.54054054054054,23.83783783783784,12.64864864864865,7.783783783783784,3.8378378378378377,12.972972972972974,20.2972972972973,5
Texas Southern Tigers,.500,.296,.735,11.457142857142857,23.62857142857143,11.685714285714285,7.142857142857143,3.1714285714285713,11.628571428571428,17.34285714285714,1
Troy Trojans,.522,.359,.725,11.054054054054054,25.756756756756758,13.08108108108108,5.972972972972973,3.4864864864864864,12.486486486486486,17.675675675675677,1
UCLA Bruins,.591,.406,.738,9.527777777777779,28.97222222222222,21.416666666666668,5.888888888888889,5.305555555555555,11.222222222222221,16.194444444444443,3
UNC Wilmington Seahawks,.559,.366,.691,12.057142857142857,23.97142857142857,16.114285714285714,6.685714285714286,3.2857142857142856,10.371428571428572,19.97142857142857,1
USC Trojans,.510,.362,.741,10.75,24.97222222222222,15.277777777777779,7.0,5.277777777777778,11.055555555555555,15.86111111111111,2
Vanderbilt Commodores,.481,.376,.777,8.17142857142857,26.34285714285714,12.857142857142858,4.2,3.8,12.285714285714286,16.6,1
VCU Rams,.515,.331,.705,11.028571428571428,25.4,15.0,7.514285714285714,3.942857142857143,12.428571428571429,20.8,1
Vermont Catamounts,.554,.369,.700,9.314285714285715,24.742857142857144,13.6,5.685714285714286,4.314285714285714,11.2,15.857142857142858,1
Villanova Wildcats,.592,.369,.790,8.777777777777779,24.77777777777778,14.027777777777779,7.194444444444445,3.0277777777777777,11.166666666666666,14.305555555555555,2
Virginia Cavaliers,.497,.385,.709,8.735294117647058,24.176470588235293,13.911764705882353,5.588235294117647,4.0588235294117645,9.529411764705882,16.352941176470587,2
Virginia Tech Hokies,.546,.403,.737,7.2727272727272725,25.09090909090909,15.06060606060606,3.9696969696969697,2.757575757575758,12.06060606060606,16.454545454545453,1
Wake Forest Demon Deacons,.521,.385,.779,10.575757575757576,25.757575757575758,15.515151515151516,5.545454545454546,3.6666666666666665,11.787878787878787,20.242424242424242,0.5
West Virginia Mountaineers,.498,.362,.685,14.432432432432432,23.054054054054053,16.405405405405407,10.027027027027026,4.756756756756757,12.297297297297296,20.43243243243243,3
Wichita State Shockers,.507,.403,.733,12.055555555555555,28.833333333333332,16.27777777777778,6.527777777777778,3.888888888888889,11.277777777777779,18.77777777777778,2
Winthrop Eagles,.517,.373,.717,9.575757575757576,27.515151515151516,12.818181818181818,6.545454545454546,5.121212121212121,13.030303030303031,18.333333333333332,1
Wisconsin Badgers,.511,.359,.644,12.432432432432432,24.783783783783782,13.621621621621621,6.756756756756757,3.5135135135135136,11.108108108108109,16.27027027027027,3
Xavier Musketeers,.520,.345,.688,11.868421052631579,25.394736842105264,14.736842105263158,6.0,2.6315789473684212,12.578947368421053,18.710526315789473,4
