Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,Ranking
Kansas Jayhawks,.511,.380,.672,13.121212121212121,26.424242424242426,17.848484848484848,9.787878787878787,5.606060606060606,15.636363636363637,18.151515151515152,1
Kent State Golden Flashes,.495,.359,.715,11.088235294117647,22.147058823529413,13.294117647058824,7.794117647058823,2.411764705882353,13.264705882352942,20.058823529411764,1
Kentucky Wildcats,.506,.350,.676,12.82857142857143,23.314285714285713,14.142857142857142,5.885714285714286,3.0285714285714285,13.257142857142858,17.0,2
LSU Fighting Tigers,.504,.324,.690,13.777777777777779,26.416666666666668,15.194444444444445,8.277777777777779,6.555555555555555,15.416666666666666,15.75,5
Marquette Golden Eagles,.489,.397,.732,12.161290322580646,23.70967741935484,15.548387096774194,7.516129032258065,3.032258064516129,14.774193548387096,19.258064516129032,1
Memphis Tigers,.502,.354,.682,15.35135135135135,25.945945945945947,15.297297297297296,9.756756756756756,6.351351351351352,15.54054054054054,20.45945945945946,4
Michigan State Spartans,.517,.378,.769,10.970588235294118,24.676470588235293,16.676470588235293,6.294117647058823,2.9705882352941178,14.058823529411764,18.441176470588236,1
Milwaukee Panthers,.485,.335,.690,14.580645161290322,23.64516129032258,12.548387096774194,6.967741935483871,2.935483870967742,13.580645161290322,19.193548387096776,1
Monmouth Hawks,.500,.337,.670,8.705882352941176,24.058823529411764,14.764705882352942,7.470588235294118,3.6176470588235294,15.0,16.764705882352942,1
Montana Grizzlies,.544,.386,.718,11.225806451612904,24.129032258064516,18.225806451612904,7.387096774193548,3.064516129032258,13.903225806451612,18.161290322580644,2
Murray State Racers,.506,.353,.651,13.225806451612904,23.580645161290324,15.64516129032258,8.064516129032258,4.741935483870968,12.483870967741936,18.322580645161292,1
NC State Wolfpack,.545,.371,.751,8.875,23.9375,15.625,7.28125,4.6875,13.5625,17.65625,2
Nevada Wolf Pack,.489,.360,.718,12.727272727272727,25.696969696969695,15.575757575757576,5.424242424242424,4.848484848484849,12.909090909090908,16.272727272727273,1
UNC Tar Heels,.524,.375,.708,13.935483870967742,25.967741935483872,17.806451612903224,7.806451612903226,4.096774193548387,16.516129032258064,17.129032258064516,2
Northern Iowa Panthers,.525,.341,.720,8.454545454545455,24.87878787878788,13.303030303030303,5.424242424242424,3.757575757575758,12.151515151515152,14.545454545454545,1
Northwestern State Demons,.504,.367,.666,13.470588235294118,22.529411764705884,17.323529411764707,9.176470588235293,3.323529411764706,15.735294117647058,20.529411764705884,2
Ohio State Buckeyes,.532,.365,.718,10.03125,23.96875,15.34375,6.75,2.78125,11.84375,15.28125,2
Oklahoma Sooners,.492,.359,.714,14.482758620689655,22.06896551724138,14.586206896551724,7.137931034482759,3.4482758620689653,14.172413793103448,17.20689655172414,1
Oral Roberts Golden Eagles,.490,.389,.709,13.181818181818182,23.636363636363637,16.0,6.666666666666667,4.242424242424242,14.303030303030303,17.666666666666668,1
Pacific Tigers,.531,.389,.746,10.0,25.46875,16.0625,5.875,2.09375,13.09375,15.65625,1
Penn Quakers,.520,.323,.675,10.413793103448276,21.275862068965516,14.241379310344827,9.758620689655173,2.689655172413793,13.172413793103448,18.344827586206897,1
Pitt Panthers,.504,.352,.693,12.787878787878787,26.03030303030303,16.393939393939394,6.151515151515151,3.878787878787879,13.696969696969697,17.12121212121212,2
San Diego State Aztecs,.489,.396,.728,13.030303030303031,22.606060606060606,13.090909090909092,7.606060606060606,3.0606060606060606,15.090909090909092,16.515151515151516,1
Seton Hall Pirates,.443,.335,.746,12.5,24.333333333333332,12.433333333333334,6.866666666666666,2.7,13.433333333333334,18.966666666666665,1
South Alabama Jaguars,.514,.367,.703,11.161290322580646,22.677419354838708,14.064516129032258,8.516129032258064,1.3870967741935485,13.387096774193548,18.64516129032258,1
Southern Illinois Salukis,.449,.334,.686,11.636363636363637,20.87878787878788,12.242424242424242,8.424242424242424,3.1818181818181817,14.333333333333334,19.78787878787879,1
Southern Utah Thunderbirds,.502,.429,.705,7.133333333333334,22.066666666666666,15.633333333333333,6.333333333333333,2.2333333333333334,14.633333333333333,18.733333333333334,1
Syracuse Orange,.496,.339,.643,13.6,24.62857142857143,15.457142857142857,8.942857142857143,6.314285714285714,15.2,17.857142857142858,1
Tennessee Volunteers,.509,.387,.701,11.733333333333333,21.766666666666666,16.966666666666665,10.033333333333333,3.2666666666666666,12.866666666666667,18.066666666666666,2
Texas A&M Aggies,.491,.361,.679,10.483870967741936,21.548387096774192,16.419354838709676,8.580645161290322,3.032258064516129,13.419354838709678,21.548387096774192,2
Texas Longhorns,.506,.373,.727,14.0,26.486486486486488,14.837837837837839,8.0,5.027027027027027,13.45945945945946,15.162162162162161,4
UCLA Bruins,.539,.346,.691,11.0,22.41025641025641,13.871794871794872,5.743589743589744,2.8461538461538463,14.41025641025641,16.641025641025642,6
UConn Huskies,.508,.366,.706,15.676470588235293,28.08823529411765,15.911764705882353,6.617647058823529,8.764705882352942,14.382352941176471,15.617647058823529,4
UNC Wilmington Seahawks,.481,.338,.699,11.787878787878787,24.303030303030305,15.333333333333334,7.515151515151516,1.6666666666666667,12.545454545454545,20.666666666666668,1
Utah State Aggies,.547,.401,.722,9.5,24.25,17.25,5.15625,2.84375,13.15625,15.375,1
Villanova Wildcats,.444,.375,.757,13.909090909090908,22.393939393939394,12.212121212121213,7.757575757575758,4.818181818181818,11.212121212121213,18.636363636363637,4
Washington Huskies,.513,.365,.749,14.393939393939394,22.939393939393938,16.03030303030303,8.272727272727273,3.4545454545454546,14.727272727272727,19.21212121212121,3
West Virginia Mountaineers,.548,.349,.745,7.818181818181818,19.90909090909091,17.454545454545453,8.06060606060606,2.8181818181818183,8.696969696969697,12.696969696969697,3
Wichita State Shockers,.480,.366,.724,12.142857142857142,25.485714285714284,14.914285714285715,5.228571428571429,1.8285714285714285,12.82857142857143,15.628571428571428,3
Winthrop Eagles,.501,.362,.692,12.96774193548387,23.387096774193548,15.806451612903226,9.612903225806452,3.2903225806451615,14.161290322580646,17.096774193548388,1
Wisconsin Badgers,.472,.347,.664,12.903225806451612,23.35483870967742,13.580645161290322,5.32258064516129,3.3548387096774195,11.580645161290322,17.225806451612904,1
Xavier Musketeers,.510,.371,.724,10.5625,24.46875,15.6875,6.21875,4.75,12.8125,17.75,1
