Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,i1-2P%,i1-FT%,i1-PTS,i1-AST,i1-TOV,i2-2P%,i2-FT%,i2-PTS,i2-AST,i2-TOV,i3-2P%,i3-FT%,i3-PTS,i3-AST,i3-TOV,Ranking
Florida State Seminoles,.504,.354,.707,11.371428571428572,22.02857142857143,12.2,7.571428571428571,6.085714285714285,15.714285714285714,18.65714285714286,.461,.846,14.0,1.9,2.1,.606,.552,10.8,0.5,2.1,.434,.774,10.3,1.3,1.3,2
Georgetown Hoyas,.518,.347,.698,11.121212121212121,22.454545454545453,13.666666666666666,6.0606060606060606,4.7272727272727275,12.636363636363637,17.515151515151516,.600,.750,14.0,1.8,2.3,.487,.679,12.8,1.5,1.7,.463,.708,11.6,3.5,2.8,2
Gonzaga Bulldogs,.518,.379,.716,10.878787878787879,22.303030303030305,13.787878787878787,6.757575757575758,3.1818181818181817,13.121212121212121,15.575757575757576,.479,.851,13.6,3.4,1.8,.525,.672,13.1,1.2,1.8,.515,.761,11.6,0.7,1.8,2
Harvard Crimson,.525,.357,.747,8.451612903225806,21.322580645161292,12.935483870967742,5.935483870967742,4.419354838709677,12.225806451612904,15.258064516129032,.557,.722,11.4,0.8,1.8,.586,.658,10.6,0.6,2.0,.577,.783,10.1,0.9,0.9,1
Indiana Hoosiers,.515,.431,.763,10.63888888888889,20.75,13.527777777777779,6.472222222222222,3.1944444444444446,12.86111111111111,17.555555555555557,.623,.755,15.6,1.3,1.7,.405,.815,12.6,1.3,1.7,.514,.899,11.7,3.3,2.1,3
Iona Gaels,.557,.387,.713,10.696969696969697,20.87878787878788,19.333333333333332,7.303030303030303,2.1515151515151514,12.545454545454545,16.939393939393938,.637,.649,18.3,1.0,2.7,.516,.780,15.7,2.9,2.2,.537,.811,13.6,9.9,3.3,0.5
Iowa State Cyclones,.503,.373,.688,10.911764705882353,23.58823529411765,14.235294117647058,5.764705882352941,2.823529411764706,12.323529411764707,16.08823529411765,.541,.498,13.4,5.0,3.8,.420,.903,12.6,2.3,1.9,.386,.822,12.2,2.3,2.1,2
Kansas Jayhawks,.525,.345,.692,11.512820512820513,23.564102564102566,15.051282051282051,7.3076923076923075,5.6923076923076925,12.974358974358974,17.384615384615383,.505,.682,17.7,1.8,2.7,.522,.688,16.6,4.8,3.5,.564,.696,10.2,3.5,1.8,6
Kansas State Wildcats,.483,.335,.671,14.272727272727273,19.939393939393938,14.181818181818182,6.0606060606060606,4.7272727272727275,14.363636363636363,20.060606060606062,.500,.802,15.8,1.4,1.5,.490,.686,10.0,1.4,1.8,.400,.820,9.3,2.8,1.6,2
Kentucky Wildcats,.527,.378,.723,11.8,24.325,13.275,6.05,8.6,11.125,14.825,.653,.709,14.2,1.3,1.0,.481,.826,13.7,1.5,1.1,.528,.627,12.3,1.3,1.6,7
Lamar Cardinals,.459,.337,.720,14.2,22.6,12.8,8.085714285714285,4.4,11.942857142857143,17.257142857142856,.497,.806,17.1,2.0,2.1,.456,.815,14.5,4.1,2.3,.523,.671,12.1,1.7,1.5,0.5
Lehigh Mountain Hawks,.497,.350,.768,11.028571428571428,20.514285714285716,13.028571428571428,7.685714285714286,3.0285714285714285,11.17142857142857,17.97142857142857,.489,.811,21.9,3.5,2.3,.517,.804,12.2,1.1,1.4,.518,.750,9.4,0.9,1.2,2
LIU-Brooklyn Blackbirds,.521,.371,.730,11.647058823529411,22.676470588235293,14.705882352941176,6.0588235294117645,3.323529411764706,16.058823529411764,15.617647058823529,.578,.737,17.4,0.8,2.1,.602,.733,16.9,1.1,3.2,.436,.815,12.6,3.3,2.2,1
Long Beach State 49ers,.522,.358,.670,11.5,22.058823529411764,14.0,7.117647058823529,2.7058823529411766,12.941176470588236,15.5,.459,.793,17.4,3.4,2.4,.537,.698,13.7,3.0,2.1,.524,.709,12.0,0.8,2.1,1
Louisville Cardinals,.472,.318,.688,12.95,22.625,13.3,8.825,4.825,14.05,17.65,.556,.791,12.6,1.2,1.0,.379,.764,11.5,1.9,2.3,.410,.735,9.7,1.9,1.1,5
Loyola (MD) Greyhounds,.458,.339,.719,13.030303030303031,18.606060606060606,11.909090909090908,7.7272727272727275,4.454545454545454,13.424242424242424,19.03030303030303,.539,.698,13.7,1.9,2.4,.524,.675,13.4,1.8,1.7,.481,.747,11.1,1.9,1.3,1
Marquette Golden Eagles,.500,.337,.721,11.82857142857143,21.0,16.571428571428573,8.685714285714285,3.4857142857142858,13.17142857142857,17.714285714285715,.493,.764,18.3,2.7,2.4,.602,.735,17.5,2.1,1.3,.568,.755,9.5,0.7,1.2,3
Memphis Tigers,.539,.362,.717,9.485714285714286,21.742857142857144,14.428571428571429,7.942857142857143,5.6,12.685714285714285,19.0,.559,.749,18.0,2.9,2.1,.459,.837,11.0,3.8,2.4,.689,.594,10.7,0.2,1.3,1
Michigan State Spartans,.522,.360,.700,11.35135135135135,23.83783783783784,15.297297297297296,7.162162162162162,4.243243243243243,12.81081081081081,17.56756756756757,.473,.723,16.2,3.8,3.0,.507,.788,11.4,3.9,2.3,.561,.622,8.8,1.9,1.0,3
Michigan Wolverines,.538,.350,.722,8.558823529411764,19.88235294117647,12.676470588235293,4.9411764705882355,2.1176470588235294,10.882352941176471,15.588235294117647,.490,.744,14.8,4.6,2.8,.535,.715,14.6,2.1,1.9,.558,.857,9.2,1.8,1.0,1
Mississippi Valley State Delta Devils,.449,.324,.644,13.529411764705882,20.470588235294116,13.264705882352942,8.823529411764707,2.5588235294117645,15.029411764705882,20.529411764705884,.440,.722,13.1,1.6,2.5,.446,.610,12.9,2.6,2.2,.569,.545,11.1,0.9,1.6,0.5
Missouri Tigers,.570,.398,.766,9.114285714285714,20.17142857142857,16.17142857142857,8.142857142857142,2.7714285714285714,10.228571428571428,14.257142857142858,.526,.896,17.7,2.1,1.2,.589,.725,14.5,1.6,1.7,.693,.691,13.9,0.6,1.6,1
Montana Grizzlies,.503,.372,.717,8.9375,20.71875,13.625,7.15625,3.59375,12.53125,18.28125,.489,.781,15.8,3.3,2.8,.495,.681,13.6,3.7,2.2,.538,.784,10.9,0.6,0.9,1
Murray State Racers,.507,.396,.724,10.909090909090908,19.96969696969697,12.666666666666666,8.363636363636363,4.212121212121212,13.878787878787879,17.939393939393938,.481,.837,19.0,3.6,2.7,.530,.858,14.0,1.5,1.8,.476,.844,10.6,0.5,1.4,2
NC State Wolfpack,.494,.355,.704,12.324324324324325,22.2972972972973,15.594594594594595,6.72972972972973,4.054054054054054,12.702702702702704,16.83783783783784,.534,.596,14.7,1.1,2.3,.476,.729,12.7,6.3,3.2,.474,.907,12.4,1.6,1.1,3
New Mexico Lobos,.510,.378,.707,11.285714285714286,23.457142857142856,16.37142857142857,6.857142857142857,3.342857142857143,13.342857142857143,17.4,.539,.752,13.7,1.2,2.3,.500,.780,12.1,4.2,2.2,.585,.831,10.5,2.3,1.5,2
New Mexico State Aggies,.523,.327,.668,14.38888888888889,23.166666666666668,13.833333333333334,6.777777777777778,4.277777777777778,14.805555555555555,17.5,.506,.760,18.7,1.5,2.0,.420,.818,14.6,3.5,4.2,.478,.727,11.9,3.8,2.3,1
Norfolk State Spartans,.501,.312,.656,11.694444444444445,21.25,11.972222222222221,6.666666666666667,4.694444444444445,14.972222222222221,19.5,.610,.696,15.9,1.4,2.6,.448,.745,12.8,1.2,2.0,.521,.800,11.9,2.5,2.0,2
UNC Tar Heels,.497,.334,.682,15.0,26.894736842105264,17.342105263157894,6.815789473684211,5.7631578947368425,11.763157894736842,14.5,.469,.723,17.1,1.1,1.9,.553,.808,16.3,0.9,1.9,.500,.511,13.7,1.3,1.3,4
Notre Dame Fighting Irish,.493,.332,.704,10.147058823529411,20.735294117647058,14.617647058823529,5.205882352941177,3.3529411764705883,10.058823529411764,13.823529411764707,.526,.889,14.0,2.5,3.0,.625,.676,12.5,0.8,1.4,.406,.819,12.3,5.0,1.8,1
Ohio Bobcats,.480,.344,.690,12.18918918918919,18.513513513513512,13.18918918918919,9.378378378378379,2.7837837837837838,13.0,19.54054054054054,.394,.745,14.7,5.7,2.9,.500,.711,12.4,1.8,1.7,.512,.690,9.0,0.5,1.9,3
Ohio State Buckeyes,.529,.334,.709,11.461538461538462,23.025641025641026,14.564102564102564,7.205128205128205,3.2051282051282053,11.512820512820513,16.153846153846153,.531,.768,17.5,1.2,1.9,.599,.755,15.9,0.9,1.2,.453,.825,14.5,2.7,2.2,5
Purdue Boilermakers,.478,.377,.656,11.17142857142857,18.514285714285716,13.428571428571429,6.457142857142857,3.142857142857143,8.742857142857142,17.714285714285715,.440,.825,16.4,1.9,0.9,.488,.732,10.4,4.2,1.7,.530,.435,9.2,2.0,1.5,2
Saint Louis Billikens,.501,.359,.720,10.176470588235293,19.058823529411764,13.5,6.9411764705882355,2.911764705882353,11.235294117647058,16.735294117647058,.522,.800,13.9,1.2,2.1,.531,.679,12.4,3.7,1.8,.481,.781,10.1,0.7,0.9,2
Saint Mary's Gaels,.557,.344,.729,11.454545454545455,23.454545454545453,15.757575757575758,6.878787878787879,3.090909090909091,11.606060606060606,15.969696969696969,.530,.857,15.5,6.4,2.9,.548,.643,15.0,2.3,2.2,.581,.767,10.1,3.2,1.6,1
San Diego State Aztecs,.503,.341,.701,10.588235294117647,23.323529411764707,12.264705882352942,5.5588235294117645,2.323529411764706,12.529411764705882,15.970588235294118,.502,.800,17.4,1.5,3.0,.469,.723,15.8,2.3,1.6,.427,.828,10.1,4.1,2.5,1
South Florida Bulls,.490,.316,.705,10.38888888888889,20.583333333333332,11.75,5.555555555555555,3.8055555555555554,13.472222222222221,15.333333333333334,.403,.699,9.5,0.5,1.7,.439,.756,9.3,1.3,1.7,.538,.847,9.0,5.2,3.4,2
Southern Miss Golden Eagles,.440,.358,.736,13.852941176470589,19.470588235294116,11.0,6.029411764705882,2.8823529411764706,11.088235294117647,19.147058823529413,.355,.843,12.3,4.4,2.1,.430,.821,11.6,0.8,1.1,.486,.790,11.2,0.3,0.9,1
St. Bonaventure Bonnies,.504,.345,.761,11.0,21.4375,13.875,5.8125,4.15625,13.71875,18.5,.593,.776,18.5,1.0,2.5,.566,.803,12.1,2.3,2.2,.415,.752,7.6,0.9,2.0,1
Syracuse Orange,.519,.349,.698,12.405405405405405,19.513513513513512,15.243243243243244,9.135135135135135,6.891891891891892,10.513513513513514,15.513513513513514,.467,.745,13.4,1.5,1.5,.529,.729,12.6,2.5,1.3,.473,.775,9.4,2.6,1.4,4
Temple Owls,.502,.397,.719,10.40625,21.4375,15.40625,7.1875,4.1875,12.53125,17.71875,.447,.763,17.3,3.4,2.6,.551,.856,17.1,3.3,2.5,.374,.804,11.1,3.8,2.3,1
Texas Longhorns,.482,.328,.733,13.323529411764707,19.558823529411764,12.323529411764707,6.794117647058823,3.676470588235294,12.529411764705882,19.38235294117647,.450,.863,20.1,3.8,2.7,.537,.756,11.3,0.6,0.9,.429,.680,9.6,5.2,3.0,1
UConn Huskies,.501,.332,.662,12.205882352941176,21.647058823529413,13.441176470588236,5.852941176470588,6.852941176470588,12.294117647058824,14.470588235294118,.601,.810,17.7,1.7,2.0,.418,.743,13.0,5.8,2.8,.443,.690,10.4,4.0,2.2,1
UNC Asheville Bulldogs,.545,.355,.764,11.088235294117647,21.058823529411764,16.647058823529413,8.323529411764707,2.588235294117647,13.411764705882353,18.0,.529,.867,16.1,3.6,2.4,.512,.842,15.4,4.2,2.4,.520,.755,12.8,2.7,3.0,1
UNLV Rebels,.515,.364,.676,11.657142857142857,23.4,17.6,8.542857142857143,4.828571428571428,13.314285714285715,17.257142857142856,.507,.780,14.0,2.3,2.9,.456,.820,12.5,1.3,1.1,.498,.718,12.2,4.5,3.0,1
Vanderbilt Commodores,.512,.388,.699,10.027777777777779,21.22222222222222,12.722222222222221,5.944444444444445,4.0,12.916666666666666,16.11111111111111,.542,.837,19.9,1.2,1.6,.533,.605,16.1,1.7,2.2,.539,.604,10.1,0.3,2.2,2
VCU Rams,.460,.334,.685,12.194444444444445,18.77777777777778,12.027777777777779,10.527777777777779,3.638888888888889,11.416666666666666,17.944444444444443,.363,.793,13.4,1.6,1.3,.519,.638,10.3,0.5,1.6,.346,.843,10.0,0.5,1.0,2
Vermont Catamounts,.486,.340,.739,11.13888888888889,21.25,13.194444444444445,6.138888888888889,2.388888888888889,12.36111111111111,17.416666666666668,.398,.889,12.0,1.2,1.5,.500,.784,11.9,1.0,1.0,.547,.803,9.9,0.5,1.3,1
Virginia Cavaliers,.511,.330,.722,7.90625,21.59375,12.3125,6.46875,2.75,11.46875,15.8125,.577,.808,18.0,1.2,2.1,.497,.772,11.3,1.7,1.4,.448,.769,8.6,2.7,1.7,1
West Virginia Mountaineers,.499,.298,.671,14.93939393939394,19.454545454545453,14.454545454545455,6.363636363636363,2.5757575757575757,12.787878787878787,16.818181818181817,.590,.780,19.9,1.2,1.3,.413,.784,16.9,2.7,2.4,.504,.555,10.7,1.5,2.3,1
Western Kentucky Hilltoppers,.437,.306,.687,12.82857142857143,20.685714285714287,11.0,5.571428571428571,4.171428571428572,15.257142857142858,19.742857142857144,.406,.689,11.8,2.1,2.8,.482,.664,10.4,0.7,1.9,.373,.722,9.0,1.8,2.3,1
Wichita State Shockers,.536,.371,.748,10.878787878787879,24.181818181818183,14.696969696969697,6.333333333333333,3.9393939393939394,12.212121212121213,16.757575757575758,.619,.814,13.4,3.3,1.9,.572,.821,13.3,1.1,2.1,.449,.789,12.2,3.3,2.2,1
Wisconsin Badgers,.465,.368,.739,9.694444444444445,21.194444444444443,11.88888888888889,5.027777777777778,3.5,8.88888888888889,14.222222222222221,.426,.785,14.8,4.1,1.6,.462,.726,11.0,1.6,1.6,.503,.732,10.5,0.8,1.4,3
Xavier Musketeers,.487,.351,.695,10.5,22.36111111111111,13.083333333333334,6.0,3.75,12.444444444444445,18.47222222222222,.471,.862,17.5,4.9,3.0,.444,.761,15.1,2.8,2.2,.514,.569,10.2,1.1,1.9,3
