Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,i1-2P%,i1-FT%,i1-PTS,i1-AST,i1-TOV,i2-2P%,i2-FT%,i2-PTS,i2-AST,i2-TOV,i3-2P%,i3-FT%,i3-PTS,i3-AST,i3-TOV,Ranking
Clemson Tigers,.510,.374,.688,14.4375,22.71875,14.9375,9.3125,5.84375,14.25,17.96875,.583,.707,15.3,1.7,1.8,.498,.667,14.2,1.6,1.4,.346,.845,13.2,1.8,1.8,1
Cleveland State Vikings,.479,.311,.701,11.91891891891892,22.324324324324323,13.837837837837839,8.64864864864865,3.189189189189189,12.27027027027027,18.37837837837838,.462,.736,15.2,1.4,1.5,.521,.804,13.3,2.4,1.5,.430,.627,10.9,5.4,3.6,2
Cornell Big Red,.505,.411,.730,10.35483870967742,25.29032258064516,15.548387096774194,6.548387096774194,3.903225806451613,12.838709677419354,17.93548387096774,.493,.818,18.5,2.6,1.8,.519,.837,13.0,3.6,2.4,.531,.631,11.8,2.3,2.0,1
Dayton Flyers,.460,.328,.648,13.82857142857143,24.114285714285714,13.857142857142858,6.485714285714286,3.5428571428571427,13.571428571428571,19.2,.512,.676,13.3,0.9,2.4,.505,.635,11.8,1.5,1.4,.500,.621,8.2,1.0,1.6,2
Duke Blue Devils,.496,.349,.728,13.243243243243244,23.18918918918919,13.297297297297296,8.405405405405405,3.945945945945946,12.27027027027027,18.135135135135137,.490,.761,16.5,2.5,2.2,.476,.713,16.5,2.4,2.5,.411,.836,14.9,2.8,1.5,3
Duquesne Dukes,.550,.359,.696,11.029411764705882,22.352941176470587,16.58823529411765,7.5588235294117645,3.411764705882353,13.676470588235293,17.470588235294116,.613,.809,19.3,5.7,3.0,.645,.510,13.1,2.3,2.0,.625,.681,12.9,2.7,2.5,2
Florida State Seminoles,.481,.342,.725,11.4,24.4,12.085714285714285,8.114285714285714,5.771428571428571,15.657142857142857,18.771428571428572,.489,.810,21.5,2.9,2.5,.542,.680,8.4,0.3,1.6,.444,.848,8.1,0.5,1.6,1
Gonzaga Bulldogs,.535,.390,.717,10.147058823529411,27.38235294117647,15.058823529411764,7.235294117647059,5.117647058823529,11.352941176470589,16.205882352941178,.572,.718,14.9,0.6,1.3,.537,.744,13.6,3.4,1.7,.494,.706,12.7,1.1,2.1,3
Illinois Fighting Illini,.505,.350,.711,9.411764705882353,23.735294117647058,17.5,5.852941176470588,3.588235294117647,12.352941176470589,15.323529411764707,.519,.764,11.5,4.6,2.4,.533,.683,11.3,2.0,1.5,.425,.845,10.2,2.7,1.1,1
Kansas Jayhawks,.522,.371,.725,12.028571428571428,27.142857142857142,15.857142857142858,6.828571428571428,4.428571428571429,14.514285714285714,18.97142857142857,.472,.795,18.9,5.0,3.3,.598,.792,14.9,1.0,1.6,.561,.724,9.7,3.0,2.4,3
Louisville Cardinals,.511,.369,.642,12.54054054054054,25.16216216216216,16.89189189189189,9.054054054054054,6.027027027027027,13.72972972972973,16.89189189189189,.493,.647,14.2,3.2,3.2,.459,.581,12.5,5.0,2.3,.580,.667,11.8,0.9,2.1,4
LSU Fighting Tigers,.476,.372,.716,13.571428571428571,25.428571428571427,15.114285714285714,7.628571428571429,6.057142857142857,12.142857142857142,17.4,.522,.745,21.1,2.1,1.8,.522,.725,16.3,1.9,2.0,.421,.840,11.4,2.6,1.9,2
Marquette Golden Eagles,.508,.347,.728,12.142857142857142,23.485714285714284,15.028571428571428,7.857142857142857,2.857142857142857,11.657142857142857,17.8,.472,.738,19.8,3.9,2.9,.517,.829,18.3,2.5,2.3,.526,.820,16.3,1.1,1.9,2
Maryland Terrapins,.459,.333,.758,13.257142857142858,23.142857142857142,14.6,7.6571428571428575,4.142857142857143,12.228571428571428,16.62857142857143,.452,.867,17.5,5.0,2.8,.500,.833,11.4,0.6,1.5,.482,.861,10.3,3.2,1.7,2
Memphis Tigers,.506,.326,.690,13.45945945945946,25.783783783783782,14.216216216216216,8.864864864864865,6.0,12.54054054054054,17.675675675675677,.514,.711,17.1,3.9,3.6,.549,.721,12.9,1.4,2.0,.540,.748,10.4,0.4,1.1,3
Michigan State Spartans,.485,.354,.698,14.026315789473685,24.973684210526315,16.07894736842105,6.526315789473684,2.8157894736842106,14.0,19.31578947368421,.396,.808,14.7,4.6,2.2,.543,.848,10.4,1.6,1.8,.552,.659,10.2,1.2,1.8,6
Michigan Wolverines,.508,.334,.757,9.6,21.457142857142856,15.485714285714286,6.371428571428571,2.6285714285714286,11.485714285714286,15.285714285714286,.466,.863,16.9,4.4,3.1,.547,.710,15.4,0.7,1.3,.465,.689,6.7,1.4,0.9,2
Minnesota Golden Gophers,.496,.327,.715,12.030303030303031,22.393939393939394,14.121212121212121,8.303030303030303,6.090909090909091,14.454545454545455,17.818181818181817,.478,.833,12.6,1.4,2.1,.528,.671,9.8,1.6,1.4,.361,.731,6.5,4.3,1.7,1
Mississippi State Bulldogs,.479,.361,.710,11.305555555555555,27.13888888888889,12.416666666666666,6.944444444444445,7.527777777777778,14.36111111111111,16.77777777777778,.550,.654,12.9,0.8,1.7,.370,.776,12.4,1.8,1.8,.480,.848,12.1,1.1,1.5,1
Missouri Tigers,.527,.353,.672,12.789473684210526,23.86842105263158,18.394736842105264,10.210526315789474,3.6842105263157894,11.81578947368421,19.94736842105263,.579,.634,16.6,2.2,1.5,.497,.743,14.6,2.0,2.3,.619,.676,9.2,0.9,0.5,4
Morehead State Eagles,.479,.333,.721,13.833333333333334,25.055555555555557,12.88888888888889,6.638888888888889,3.861111111111111,15.472222222222221,18.25,.513,.803,15.1,1.0,2.2,.558,.577,13.9,1.4,2.2,.412,.782,12.1,1.1,1.0,1
Morgan State Bears,.448,.337,.649,14.514285714285714,23.485714285714284,11.228571428571428,6.628571428571429,3.142857142857143,13.028571428571428,19.228571428571428,.374,.742,16.8,0.5,1.3,.503,.681,11.0,1.5,2.3,.354,.714,9.0,4.9,2.7,1
UNC Tar Heels,.515,.387,.752,14.631578947368421,27.31578947368421,18.026315789473685,8.552631578947368,5.157894736842105,12.421052631578947,16.0,.521,.841,20.7,1.0,1.9,.560,.798,16.6,6.6,1.9,.539,.777,15.8,2.7,1.6,7
Northern Iowa Panthers,.516,.346,.753,8.735294117647058,24.794117647058822,12.294117647058824,4.294117647058823,2.4411764705882355,11.676470588235293,18.205882352941178,.527,.771,12.1,2.0,2.1,.428,.778,11.8,3.1,2.4,.613,.667,10.2,0.6,1.3,1
Ohio State Buckeyes,.539,.375,.701,8.06060606060606,22.96969696969697,13.333333333333334,5.878787878787879,5.303030303030303,13.303030303030303,15.181818181818182,.507,.788,17.3,4.0,3.5,.500,.849,11.3,1.1,1.2,.447,.800,11.2,2.5,1.6,1
Oklahoma Sooners,.566,.351,.675,12.083333333333334,26.86111111111111,14.472222222222221,6.916666666666667,4.333333333333333,13.88888888888889,17.11111111111111,.659,.590,22.7,2.3,3.3,.571,.781,14.6,3.1,2.2,.458,.772,9.6,1.4,1.8,4
Oklahoma State Cowboys,.514,.384,.748,9.885714285714286,25.057142857142857,12.742857142857142,7.6,2.342857142857143,12.314285714285715,21.285714285714285,.548,.829,18.2,1.4,2.0,.459,.773,14.3,5.7,3.5,.575,.785,13.9,1.9,1.9,2
Pitt Panthers,.531,.352,.676,14.805555555555555,25.0,17.583333333333332,6.833333333333333,3.861111111111111,12.11111111111111,16.25,.552,.740,19.2,1.1,2.4,.593,.605,15.7,1.2,1.3,.439,.712,10.7,7.5,2.0,4
Portland State Vikings,.511,.380,.679,11.757575757575758,22.060606060606062,15.242424242424242,7.424242424242424,2.8181818181818183,13.727272727272727,16.757575757575758,.369,.725,12.9,3.2,2.2,.464,.807,11.4,2.9,2.0,.581,.671,11.1,2.2,2.4,1
Purdue Boilermakers,.490,.347,.703,9.81081081081081,24.54054054054054,14.91891891891892,7.162162162162162,4.756756756756757,11.513513513513514,17.56756756756757,.473,.762,13.8,3.0,2.6,.544,.736,13.4,0.7,1.3,.497,.755,12.5,1.9,1.0,3
Radford Highlanders,.496,.352,.679,12.666666666666666,28.90909090909091,14.121212121212121,6.818181818181818,4.666666666666667,16.333333333333332,18.393939393939394,.545,.655,16.2,1.1,2.2,.457,.736,14.7,2.2,2.7,.520,.721,13.7,1.5,2.2,1
Robert Morris Colonials,.509,.394,.704,10.085714285714285,23.085714285714285,15.314285714285715,8.6,3.4571428571428573,15.142857142857142,19.8,.535,.843,16.7,3.2,2.9,.517,.500,11.2,1.8,2.1,.513,.850,9.9,2.3,1.3,1
Siena Saints,.515,.330,.664,12.514285714285714,23.857142857142858,15.257142857142858,8.82857142857143,4.542857142857143,13.2,14.885714285714286,.528,.636,15.0,2.1,2.6,.438,.657,14.6,2.8,2.3,.563,.619,13.6,0.9,2.3,2
Stephen F. Austin Lumberjacks,.494,.316,.649,9.71875,25.46875,13.15625,6.25,3.125,12.0,18.1875,.549,.642,15.8,0.9,1.8,.464,.779,14.3,0.9,1.7,.530,.519,7.4,2.6,1.1,1
Syracuse Orange,.557,.345,.645,12.68421052631579,26.92105263157895,18.07894736842105,7.7894736842105265,5.105263157894737,15.342105263157896,15.263157894736842,.521,.786,17.4,6.7,3.4,.493,.795,15.7,3.0,3.0,.537,.756,12.0,2.2,2.1,3
Temple Owls,.488,.367,.700,11.058823529411764,25.647058823529413,15.5,5.5588235294117645,4.147058823529412,12.529411764705882,17.08823529411765,.498,.753,19.5,2.9,2.9,.600,.642,10.9,2.1,1.3,.454,.738,10.6,1.7,1.1,1
Tennessee Volunteers,.529,.315,.676,14.264705882352942,24.441176470588236,16.294117647058822,6.617647058823529,3.6470588235294117,13.294117647058824,19.029411764705884,.480,.766,17.4,3.4,2.1,.549,.716,13.7,1.2,2.0,.626,.610,9.9,3.1,2.1,1
Texas A&M Aggies,.488,.361,.694,12.411764705882353,24.323529411764707,12.558823529411764,4.823529411764706,3.911764705882353,12.705882352941176,17.205882352941178,.482,.847,13.8,1.7,1.1,.400,.743,11.8,3.2,1.6,.541,.642,10.8,1.0,2.4,2
Texas Longhorns,.502,.293,.668,14.17142857142857,24.65714285714286,12.8,6.2,5.3428571428571425,12.628571428571428,19.257142857142856,.402,.848,16.6,1.3,1.4,.503,.684,15.4,1.3,2.3,.616,.691,10.1,0.4,1.4,2
UCLA Bruins,.535,.399,.724,11.285714285714286,21.6,15.457142857142857,8.342857142857143,3.142857142857143,12.571428571428571,17.085714285714285,.548,.802,14.5,1.5,1.8,.558,.897,14.4,4.7,2.5,.542,.695,9.9,0.6,1.1,2
UConn Huskies,.514,.341,.678,14.194444444444445,29.11111111111111,15.75,5.805555555555555,7.777777777777778,12.722222222222221,13.083333333333334,.413,.721,14.7,4.7,2.7,.507,.597,13.6,1.7,1.8,.640,.627,13.6,0.5,1.9,5
USC Trojans,.513,.326,.674,11.685714285714285,23.942857142857143,12.514285714285714,6.4,4.714285714285714,13.914285714285715,16.685714285714287,.416,.748,14.4,2.1,2.5,.601,.659,14.3,1.3,2.1,.562,.646,13.9,1.5,2.1,2
Utah State Aggies,.542,.394,.740,10.428571428571429,23.914285714285715,16.17142857142857,4.8,2.5142857142857142,11.228571428571428,15.4,.595,.826,17.1,1.3,1.5,.531,.764,13.1,3.7,1.8,.590,.684,12.0,2.7,2.1,1
Utah Utes,.538,.369,.781,8.205882352941176,26.88235294117647,13.470588235294118,5.029411764705882,4.882352941176471,13.794117647058824,18.58823529411765,.607,.786,16.8,1.3,2.4,.525,.838,11.7,1.5,2.1,.690,.731,10.4,1.9,1.2,1
VCU Rams,.504,.369,.705,10.647058823529411,23.235294117647058,13.794117647058824,7.5588235294117645,4.5588235294117645,12.676470588235293,19.235294117647058,.516,.815,22.4,6.2,3.0,.510,.558,11.3,0.4,2.1,.418,.769,9.4,2.5,2.3,1
Villanova Wildcats,.498,.352,.753,12.552631578947368,25.57894736842105,14.5,7.894736842105263,3.3684210526315788,13.289473684210526,19.342105263157894,.527,.697,16.1,1.2,2.2,.454,.815,15.2,3.4,2.6,.480,.778,10.8,2.8,2.0,5
Wake Forest Demon Deacons,.536,.320,.711,12.580645161290322,28.129032258064516,13.064516129032258,8.32258064516129,5.67741935483871,15.870967741935484,18.838709677419356,.502,.817,18.8,3.5,3.4,.598,.697,15.0,2.0,2.4,.570,.671,12.9,1.5,2.6,1
Washington Huskies,.488,.337,.700,15.2,25.857142857142858,13.085714285714285,7.4,2.7142857142857144,14.714285714285714,19.514285714285716,.475,.686,15.5,2.6,2.6,.528,.640,14.9,1.1,1.9,.485,.824,14.4,2.5,1.9,2
Washington State Cougars,.475,.345,.769,8.121212121212121,24.484848484848484,12.424242424242424,3.757575757575758,4.303030303030303,11.393939393939394,15.030303030303031,.403,.891,13.2,4.5,2.3,.578,.774,12.7,0.6,1.6,.427,.903,12.5,1.9,2.1,1
West Virginia Mountaineers,.480,.329,.698,15.2,23.085714285714285,15.142857142857142,6.6571428571428575,4.542857142857143,12.0,18.885714285714286,.473,.760,17.1,1.7,2.3,.520,.798,15.7,3.4,2.1,.527,.700,10.5,2.7,1.9,1
Western Kentucky Hilltoppers,.498,.373,.689,12.705882352941176,24.08823529411765,13.352941176470589,5.676470588235294,3.264705882352941,13.294117647058824,17.264705882352942,.467,.767,16.0,3.6,2.1,.500,.782,14.2,4.1,2.1,.479,.634,12.7,0.8,1.6,2
Wisconsin Badgers,.477,.360,.726,9.606060606060606,21.303030303030305,11.909090909090908,4.9393939393939394,2.606060606060606,10.0,16.12121212121212,.544,.626,12.7,1.5,1.6,.401,.766,12.1,2.8,1.9,.408,.810,10.3,1.7,0.9,2
Xavier Musketeers,.491,.394,.676,12.0,27.37142857142857,13.257142857142858,5.285714285714286,5.085714285714285,14.6,18.65714285714286,.519,.809,14.1,1.4,1.6,.530,.741,13.7,1.9,1.7,.455,.595,9.9,2.5,2.3,3
