Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,i1-2P%,i1-FT%,i1-PTS,i1-AST,i1-TOV,i2-2P%,i2-FT%,i2-PTS,i2-AST,i2-TOV,i3-2P%,i3-FT%,i3-PTS,i3-AST,i3-TOV,Ranking
Georgetown Hoyas,.547,.387,.711,9.794117647058824,23.5,15.411764705882353,6.970588235294118,4.735294117647059,13.911764705882353,17.029411764705884,.568,.856,16.5,2.4,1.9,.545,.660,16.1,3.8,3.3,.536,.777,15.2,4.1,2.3,1
Georgia Tech Yellow Jackets,.498,.363,.657,12.88888888888889,26.833333333333332,14.11111111111111,8.0,5.277777777777778,15.944444444444445,18.61111111111111,.531,.572,13.1,0.4,2.2,.613,.629,12.4,1.0,2.5,.421,.720,10.0,4.0,3.1,2
Gonzaga Bulldogs,.545,.353,.664,10.529411764705882,27.294117647058822,13.411764705882353,6.676470588235294,4.176470588235294,13.058823529411764,18.058823529411764,.514,.858,15.6,4.0,2.3,.565,.676,14.9,1.1,1.9,.568,.778,13.6,2.9,2.2,2
Houston Cougars,.455,.356,.710,12.571428571428571,21.285714285714285,12.428571428571429,9.4,2.942857142857143,9.0,18.62857142857143,.457,.737,25.6,2.6,2.3,.435,.784,15.5,1.2,0.7,.451,.664,8.1,0.4,1.2,1
Kansas Jayhawks,.527,.404,.699,13.0,27.47222222222222,16.916666666666668,8.36111111111111,6.444444444444445,13.055555555555555,18.27777777777778,.469,.855,15.5,4.5,2.4,.492,.783,13.4,1.5,1.9,.593,.660,12.8,1.0,1.3,2
Kansas State Wildcats,.492,.360,.668,15.108108108108109,23.72972972972973,14.621621621621621,7.405405405405405,5.054054054054054,14.297297297297296,22.37837837837838,.450,.822,19.3,3.4,2.5,.466,.744,16.6,4.2,1.9,.567,.667,11.5,1.6,2.6,4
Kentucky Wildcats,.545,.331,.668,14.157894736842104,27.526315789473685,15.078947368421053,7.342105263157895,7.184210526315789,14.157894736842104,16.86842105263158,.509,.754,16.6,6.5,4.0,.565,.604,15.1,1.0,2.1,.626,.692,14.3,0.9,1.1,4
Lehigh Mountain Hawks,.478,.399,.718,10.272727272727273,26.12121212121212,15.0,6.151515151515151,2.5757575757575757,13.0,17.848484848484848,.483,.810,19.1,2.4,2.0,.518,.496,11.0,1.3,2.7,.375,.727,11.0,5.7,2.2,1
Louisville Cardinals,.519,.337,.701,14.484848484848484,22.393939393939394,15.484848484848484,7.818181818181818,4.090909090909091,13.727272727272727,20.09090909090909,.524,.706,15.3,1.2,2.5,.526,.654,13.1,4.5,2.7,.526,.709,8.3,1.9,1.6,1
Marquette Golden Eagles,.479,.413,.741,10.088235294117647,21.41176470588235,15.176470588235293,7.911764705882353,2.1176470588235294,10.382352941176471,17.058823529411764,.479,.843,18.1,1.5,2.0,.534,.766,14.7,2.0,1.1,.439,.677,13.0,2.4,2.0,1
Maryland Terrapins,.500,.382,.729,12.757575757575758,25.727272727272727,16.515151515151516,7.757575757575758,4.666666666666667,11.606060606060606,16.78787878787879,.470,.857,19.6,6.3,3.4,.515,.728,12.7,0.8,1.5,.559,.873,11.3,4.0,1.6,2
Michigan State Spartans,.516,.344,.685,13.162162162162161,25.37837837837838,16.37837837837838,6.54054054054054,3.324324324324324,13.891891891891891,18.0,.491,.772,14.8,4.0,2.4,.544,.671,11.3,1.8,1.9,.507,.795,11.3,0.8,1.8,5
Minnesota Golden Gophers,.500,.399,.700,10.714285714285714,24.62857142857143,16.65714285714286,7.8,5.685714285714286,12.2,16.542857142857144,.510,.837,12.8,2.2,2.2,.586,.848,10.0,1.8,0.9,.567,.714,9.9,2.3,1.3,1
Missouri Tigers,.476,.368,.724,12.970588235294118,22.323529411764707,15.352941176470589,10.911764705882353,4.705882352941177,12.705882352941176,19.294117647058822,.413,.731,14.0,1.1,2.1,.462,.697,10.4,1.4,0.9,.572,.651,10.2,1.2,1.1,2
Montana Grizzlies,.523,.399,.723,8.84375,23.90625,12.375,6.4375,3.3125,12.1875,17.84375,.509,.874,19.2,3.0,2.8,.619,.717,10.2,0.7,1.1,.462,.800,8.6,1.3,0.5,1
Morgan State Bears,.465,.332,.700,15.35135135135135,24.864864864864863,12.45945945945946,6.5675675675675675,4.108108108108108,13.486486486486486,21.135135135135137,.414,.820,21.4,0.8,2.0,.522,.600,12.7,1.8,2.1,.453,.681,10.1,0.7,1.1,1
Murray State Racers,.552,.377,.695,12.194444444444445,24.444444444444443,15.444444444444445,9.63888888888889,5.444444444444445,14.63888888888889,17.166666666666668,.531,.797,10.6,3.2,1.6,.511,.778,10.4,1.6,1.7,.588,.627,10.3,0.6,1.8,2
New Mexico Lobos,.478,.369,.669,13.085714285714285,25.4,14.2,6.628571428571429,3.4285714285714284,11.057142857142857,17.571428571428573,.465,.653,15.9,4.6,3.0,.488,.750,13.9,1.4,0.9,.470,.750,13.1,3.9,1.8,2
New Mexico State Aggies,.517,.371,.700,10.529411764705882,25.11764705882353,14.235294117647058,5.970588235294118,3.264705882352941,12.852941176470589,17.5,.513,.838,20.3,3.1,2.7,.506,.848,17.5,2.8,2.1,.567,.707,14.6,0.8,1.3,1
Northern Iowa Panthers,.475,.354,.758,9.514285714285714,22.771428571428572,10.485714285714286,5.6571428571428575,2.0,10.628571428571428,15.885714285714286,.541,.730,11.9,0.6,1.2,.513,.835,11.7,1.4,1.9,.391,.739,10.6,2.8,3.0,3
Notre Dame Fighting Irish,.513,.388,.723,11.485714285714286,24.228571428571428,16.714285714285715,5.542857142857143,2.9714285714285715,10.342857142857143,15.142857142857142,.514,.787,21.8,1.6,1.8,.564,.873,16.1,1.5,1.2,.508,.729,12.0,4.4,1.8,1
Oakland Golden Grizzlies,.505,.322,.719,13.628571428571428,24.771428571428572,13.17142857142857,6.742857142857143,4.828571428571428,13.857142857142858,18.057142857142857,.535,.724,17.3,0.8,1.7,.497,.848,12.2,6.4,3.1,.460,.583,12.1,1.0,1.7,1
Ohio Bobcats,.464,.366,.719,11.972972972972974,25.08108108108108,14.162162162162161,7.513513513513513,2.6216216216216215,12.783783783783784,18.81081081081081,.432,.812,17.1,3.5,2.3,.427,.766,13.5,5.9,2.7,.404,.848,11.3,2.5,1.5,2
Ohio State Buckeyes,.548,.390,.696,8.783783783783784,24.56756756756757,14.72972972972973,7.081081081081081,4.243243243243243,11.162162162162161,15.27027027027027,.540,.754,20.4,6.0,4.4,.458,.754,14.4,3.1,1.8,.516,.873,13.0,1.5,1.0,3
Oklahoma State Cowboys,.525,.349,.714,9.909090909090908,25.515151515151516,12.515151515151516,6.484848484848484,2.5454545454545454,12.666666666666666,20.12121212121212,.549,.810,22.3,2.4,2.4,.442,.589,13.3,2.4,2.0,.459,.877,10.7,2.7,1.4,1
Old Dominion Monarchs,.492,.317,.648,15.0,23.72222222222222,15.38888888888889,7.833333333333333,2.9166666666666665,12.694444444444445,15.555555555555555,.539,.759,14.4,1.3,1.8,.540,.656,9.2,1.0,1.7,.497,.675,8.8,2.5,1.5,2
Pitt Panthers,.489,.344,.693,12.352941176470589,24.970588235294116,15.764705882352942,5.205882352941177,4.088235294117647,12.382352941176471,17.470588235294116,.401,.884,15.7,1.8,1.2,.464,.720,12.3,4.7,2.7,.544,.714,10.7,1.8,1.6,2
Purdue Boilermakers,.497,.318,.723,10.028571428571428,23.4,14.085714285714285,7.085714285714285,4.628571428571429,10.885714285714286,18.6,.488,.730,16.4,2.7,2.1,.517,.902,15.7,2.1,1.0,.512,.718,15.5,0.7,1.8,3
Richmond Spiders,.499,.355,.700,8.685714285714285,23.857142857142858,12.628571428571428,8.257142857142858,4.514285714285714,10.971428571428572,18.114285714285714,.491,.816,17.8,2.7,2.4,.556,.705,14.6,2.3,1.6,.583,.681,10.6,1.0,1.4,1
Robert Morris Colonials,.467,.361,.666,11.771428571428572,23.285714285714285,12.371428571428572,7.628571428571429,2.2857142857142856,14.857142857142858,21.62857142857143,.410,.851,13.6,1.5,1.8,.512,.389,9.8,1.4,1.9,.448,.745,8.3,2.5,2.0,1
Saint Mary's Gaels,.528,.406,.761,10.882352941176471,25.705882352941178,15.970588235294118,4.9411764705882355,5.176470588235294,11.588235294117647,16.470588235294116,.554,.727,21.3,1.0,2.1,.506,.841,13.8,5.1,2.2,.379,.850,12.1,4.5,2.0,3
Sam Houston State Bearkats,.524,.370,.703,12.424242424242424,25.363636363636363,20.393939393939394,7.787878787878788,2.5757575757575757,13.393939393939394,20.03030303030303,.590,.729,17.1,1.3,2.7,.537,.734,15.8,2.3,1.4,.506,.744,12.4,5.1,2.8,1
San Diego State Aztecs,.543,.317,.621,13.058823529411764,23.91176470588235,13.470588235294118,7.382352941176471,4.588235294117647,13.323529411764707,16.235294117647058,.523,.726,12.7,1.9,2.3,.612,.632,11.1,1.4,2.1,.545,.527,10.9,2.3,1.9,1
Siena Saints,.497,.321,.673,13.0,25.529411764705884,14.294117647058824,8.764705882352942,3.5,12.294117647058824,13.852941176470589,.555,.668,16.1,1.4,2.4,.489,.659,15.3,2.2,1.9,.580,.767,13.8,1.0,1.4,1
Syracuse Orange,.571,.391,.677,11.914285714285715,26.285714285714285,19.228571428571428,9.6,6.314285714285714,15.2,14.714285714285714,.540,.772,16.5,2.2,2.3,.571,.815,12.1,4.9,2.8,.541,.748,10.8,1.7,1.8,3
Temple Owls,.484,.337,.689,10.771428571428572,25.82857142857143,14.714285714285714,4.6571428571428575,2.9714285714285715,10.228571428571428,14.885714285714286,.479,.825,14.3,2.3,1.2,.403,.847,12.6,3.6,1.9,.561,.625,11.5,2.4,1.5,1
Tennessee Volunteers,.518,.320,.671,11.91891891891892,24.64864864864865,14.324324324324325,7.837837837837838,3.675675675675676,13.243243243243244,19.81081081081081,.525,.758,12.6,1.1,1.6,.519,.588,12.2,1.2,2.1,.595,.697,11.7,3.7,1.3,4
Texas A&M Aggies,.494,.335,.661,11.764705882352942,25.058823529411764,12.264705882352942,6.5588235294117645,3.323529411764706,12.264705882352942,18.205882352941178,.477,.770,17.8,2.3,2.4,.593,.793,10.5,1.7,1.5,.482,.572,9.6,1.5,2.1,2
Texas Longhorns,.509,.345,.633,14.794117647058824,27.11764705882353,14.382352941176471,7.911764705882353,5.705882352941177,13.647058823529411,19.705882352941178,.535,.674,18.0,1.0,2.0,.457,.545,11.6,2.1,1.5,.654,.556,10.4,0.5,1.8,1
UNLV Rebels,.532,.332,.716,9.911764705882353,23.88235294117647,16.205882352941178,7.823529411764706,3.4411764705882355,11.617647058823529,20.323529411764707,.583,.858,17.2,3.5,2.4,.502,.803,10.7,1.4,1.7,.433,.719,9.3,4.8,1.9,1
Utah State Aggies,.520,.414,.758,10.342857142857143,25.02857142857143,16.685714285714287,4.628571428571429,3.5142857142857142,10.228571428571428,16.057142857142857,.577,.701,13.7,3.3,1.8,.403,.901,12.4,4.1,1.6,.562,.815,10.3,0.7,1.4,1
UTEP Miners,.534,.343,.673,9.787878787878787,26.363636363636363,14.787878787878787,8.727272727272727,3.6363636363636362,13.181818181818182,19.484848484848484,.586,.735,17.9,1.9,1.8,.585,.672,14.1,1.1,2.9,.800,null,11.0,1.0,0.0,1
Vanderbilt Commodores,.514,.368,.721,10.93939393939394,25.333333333333332,13.212121212121213,5.696969696969697,5.181818181818182,13.575757575757576,19.151515151515152,.512,.802,14.6,3.1,1.6,.509,.730,13.4,0.9,1.9,.509,.746,13.3,1.7,2.2,1
Vermont Catamounts,.485,.317,.687,12.371428571428572,24.514285714285716,12.085714285714285,6.828571428571428,4.0285714285714285,13.914285714285715,18.142857142857142,.561,.667,17.3,3.7,3.5,.426,.848,13.9,1.1,1.5,.561,.753,10.7,0.8,1.0,1
Villanova Wildcats,.503,.373,.755,13.363636363636363,25.181818181818183,13.575757575757576,7.848484848484849,4.03030303030303,13.696969696969697,22.151515151515152,.516,.838,18.2,3.3,2.6,.471,.770,13.3,3.9,2.1,.580,.696,10.5,1.0,1.9,2
Wake Forest Demon Deacons,.472,.308,.657,14.935483870967742,27.193548387096776,11.903225806451612,7.129032258064516,5.225806451612903,15.193548387096774,20.129032258064516,.484,.698,15.8,1.3,3.2,.449,.494,13.2,6.0,3.1,.448,.831,9.9,1.2,1.6,2
Washington Huskies,.495,.336,.720,13.222222222222221,24.666666666666668,14.305555555555555,7.333333333333333,4.194444444444445,12.777777777777779,21.27777777777778,.550,.827,19.3,1.8,1.9,.486,.732,16.9,3.2,2.4,.540,.556,8.8,0.4,1.3,3
West Virginia Mountaineers,.480,.337,.704,15.394736842105264,23.210526315789473,15.5,5.605263157894737,4.078947368421052,11.868421052631579,18.05263157894737,.452,.789,17.2,3.1,1.8,.565,.661,13.5,1.1,1.1,.495,.770,12.0,2.4,2.2,5
Winthrop Eagles,.426,.248,.644,13.636363636363637,25.03030303030303,10.484848484848484,8.575757575757576,4.090909090909091,12.181818181818182,18.848484848484848,.429,.635,10.1,2.8,2.0,.527,.639,9.6,0.2,0.7,.412,.772,8.3,1.6,1.9,0.5
Wisconsin Badgers,.500,.357,.732,9.696969696969697,22.303030303030305,12.484848484848484,5.666666666666667,3.4242424242424243,8.757575757575758,16.272727272727273,.549,.720,15.4,1.6,1.0,.415,.713,15.3,2.6,2.1,.578,.873,11.6,2.2,1.2,2
Wofford Terriers,.481,.350,.669,11.485714285714286,24.02857142857143,13.4,6.914285714285715,2.1142857142857143,11.885714285714286,17.742857142857144,.580,.702,16.6,0.7,1.1,.417,.758,9.5,2.6,2.1,.311,.563,7.7,1.3,0.8,1
Xavier Musketeers,.501,.377,.711,12.685714285714285,27.742857142857144,14.114285714285714,6.714285714285714,3.7714285714285714,12.914285714285715,18.914285714285715,.501,.773,20.5,2.9,2.4,.462,.846,12.1,3.9,2.0,.552,.708,11.8,0.8,1.7,3
