Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,i1-2P%,i1-FT%,i1-PTS,i1-AST,i1-TOV,i2-2P%,i2-FT%,i2-PTS,i2-AST,i2-TOV,i3-2P%,i3-FT%,i3-PTS,i3-AST,i3-TOV,Ranking
Georgetown Hoyas,.547,.353,.734,10.125,23.65625,15.03125,6.03125,4.34375,13.53125,18.84375,.555,.870,17.6,2.4,1.7,.476,.783,12.9,5.3,2.9,.626,.770,12.0,1.8,2.2,1
Georgia Bulldogs,.488,.342,.697,12.333333333333334,25.333333333333332,15.0,6.393939393939394,4.909090909090909,13.454545454545455,16.393939393939394,.520,.689,16.4,1.4,2.5,.517,.801,14.4,2.9,2.2,.502,.710,12.2,4.0,3.0,1
Gonzaga Bulldogs,.521,.370,.762,11.371428571428572,26.17142857142857,15.485714285714286,7.257142857142857,3.7714285714285714,13.542857142857143,18.542857142857144,.447,.759,13.9,4.0,2.1,.489,.823,12.5,1.1,2.1,.551,.772,12.4,1.3,1.8,2
Hampton Pirates,.450,.324,.648,11.121212121212121,24.333333333333332,11.727272727272727,7.303030303030303,5.606060606060606,12.484848484848484,18.303030303030305,.431,.714,17.5,2.0,2.9,.379,.800,16.1,1.3,1.3,.419,.689,10.7,1.2,2.4,1
Illinois Fighting Illini,.505,.387,.729,10.058823529411764,24.58823529411765,16.705882352941178,5.529411764705882,4.470588235294118,12.764705882352942,17.558823529411764,.453,.724,14.6,6.1,2.9,.530,.706,12.5,1.7,1.4,.532,.800,10.0,1.3,1.7,2
Indiana State Sycamores,.467,.362,.710,10.352941176470589,24.11764705882353,12.676470588235293,6.235294117647059,4.264705882352941,14.029411764705882,20.11764705882353,.453,.736,10.9,1.5,2.8,.435,.813,9.5,1.4,2.4,.538,.730,9.3,4.1,2.2,1
Kansas Jayhawks,.568,.382,.679,11.81578947368421,27.0,17.736842105263158,7.7631578947368425,4.026315789473684,13.342105263157896,17.526315789473685,.620,.688,17.2,1.6,1.8,.625,.673,13.6,1.4,2.1,.481,.798,9.7,1.7,0.9,4
Kansas State Wildcats,.468,.376,.655,14.411764705882353,23.235294117647058,13.941176470588236,6.117647058823529,4.529411764705882,14.647058823529411,20.352941176470587,.461,.773,20.2,3.7,3.1,.480,.710,11.1,1.5,1.4,.530,.535,10.5,1.6,2.6,1
Kentucky Wildcats,.488,.397,.710,11.710526315789474,25.657894736842106,12.68421052631579,5.552631578947368,6.2894736842105265,10.68421052631579,15.81578947368421,.461,.795,17.3,4.2,3.2,.465,.646,15.7,1.6,2.0,.505,.790,12.3,1.6,1.3,5
Little Rock Trojans,.441,.393,.690,10.472222222222221,22.97222222222222,12.027777777777779,5.888888888888889,2.4722222222222223,11.88888888888889,20.555555555555557,.417,.807,16.6,2.8,2.6,.446,.816,8.9,1.1,1.2,.490,.938,7.9,0.6,0.8,0.5
Louisville Cardinals,.515,.362,.663,12.4,23.942857142857143,17.37142857142857,9.342857142857143,5.0,13.114285714285714,19.17142857142857,.373,.808,14.6,3.1,2.0,.619,.758,10.8,1.2,0.8,.543,.681,9.9,5.2,2.9,1
Marquette Golden Eagles,.505,.349,.696,12.35135135135135,23.56756756756757,15.513513513513514,7.162162162162162,3.6216216216216215,12.297297297297296,16.81081081081081,.484,.708,15.8,2.4,2.0,.515,.783,15.7,2.3,1.5,.555,.616,11.8,1.6,0.8,3
Memphis Tigers,.510,.329,.680,12.028571428571428,23.571428571428573,14.628571428571428,8.485714285714286,5.228571428571429,15.285714285714286,20.34285714285714,.527,.699,12.3,2.8,2.5,.469,.726,9.9,3.1,3.3,.528,.587,9.1,0.3,1.3,1
Michigan State Spartans,.469,.355,.700,11.970588235294118,24.970588235294116,14.970588235294118,6.4411764705882355,4.911764705882353,13.352941176470589,19.058823529411764,.445,.820,17.0,3.4,2.6,.451,.683,12.6,4.1,2.3,.417,.688,11.6,0.6,1.4,1
Michigan Wolverines,.520,.352,.699,8.257142857142858,23.6,13.714285714285714,4.8,1.9714285714285715,10.028571428571428,16.771428571428572,.533,.715,15.0,6.7,2.9,.483,.765,13.9,1.7,1.3,.627,.562,9.2,0.5,1.5,2
Missouri Tigers,.500,.366,.739,12.5,22.705882352941178,16.41176470588235,9.676470588235293,5.029411764705882,12.676470588235293,20.264705882352942,.544,.758,16.9,1.8,0.9,.544,.750,11.6,1.4,1.4,.589,.638,10.6,1.1,1.0,1
Morehead State Eagles,.508,.339,.674,13.82857142857143,23.62857142857143,12.114285714285714,8.571428571428571,3.142857142857143,15.0,18.65714285714286,.623,.577,17.3,1.1,2.6,.460,.669,15.5,3.4,3.9,.429,.796,10.7,1.4,2.0,2
UNC Tar Heels,.491,.328,.672,14.18918918918919,28.45945945945946,15.486486486486486,6.27027027027027,5.513513513513513,13.324324324324325,16.135135135135137,.549,.759,15.8,0.6,1.4,.470,.750,15.6,1.4,1.9,.506,.482,11.7,0.8,2.1,4
Notre Dame Fighting Irish,.507,.386,.724,10.911764705882353,26.176470588235293,16.558823529411764,4.588235294117647,3.764705882352941,10.705882352941176,15.205882352941176,.522,.815,18.4,4.3,2.4,.481,.784,15.4,1.8,1.5,.550,.889,11.2,2.1,1.4,2
Oakland Golden Grizzlies,.558,.374,.721,12.885714285714286,26.142857142857142,16.228571428571428,6.171428571428572,5.485714285714286,13.514285714285714,18.4,.556,.643,17.9,1.1,1.9,.619,.839,17.6,5.3,3.6,.661,.714,12.6,0.8,1.3,1
Ohio State Buckeyes,.529,.423,.701,11.324324324324325,23.18918918918919,15.864864864864865,7.108108108108108,3.189189189189189,10.135135135135135,14.027027027027026,.550,.704,17.2,1.2,1.6,.471,.843,14.4,2.9,1.8,.525,.810,12.6,2.4,0.9,3
Old Dominion Monarchs,.481,.329,.668,15.411764705882353,24.441176470588236,14.264705882352942,6.882352941176471,4.294117647058823,12.470588235294118,14.794117647058824,.562,.737,15.1,1.1,2.1,.504,.662,12.3,2.9,2.4,.420,.595,9.2,3.0,1.9,1
Penn State Nittany Lions,.496,.339,.724,9.911764705882353,21.5,12.147058823529411,4.4411764705882355,2.411764705882353,10.529411764705882,15.588235294117647,.486,.749,20.2,2.9,2.0,.586,.744,13.1,1.7,1.6,.474,.857,9.9,0.6,1.2,1
Pitt Panthers,.505,.395,.671,14.235294117647058,25.735294117647058,17.5,4.705882352941177,3.264705882352941,11.676470588235293,17.941176470588236,.439,.889,16.8,2.8,1.6,.472,.760,11.7,5.1,2.3,.486,.789,11.3,2.7,1.8,2
Princeton Tigers,.511,.363,.732,9.84375,24.6875,13.34375,5.96875,4.1875,12.15625,17.21875,.556,.643,13.8,1.9,2.2,.579,.783,13.8,2.5,2.0,.406,.797,12.7,2.8,2.8,1
Purdue Boilermakers,.488,.364,.715,11.176470588235293,24.323529411764707,15.823529411764707,6.205882352941177,4.147058823529412,10.411764705882353,17.794117647058822,.516,.809,20.5,1.0,1.6,.473,.709,18.0,3.2,1.8,.541,.716,8.0,4.0,1.9,2
Richmond Spiders,.499,.390,.687,9.297297297297296,23.72972972972973,14.81081081081081,5.945945945945946,4.1891891891891895,10.35135135135135,15.864864864864865,.585,.797,17.9,1.2,1.5,.438,.750,16.6,3.3,1.9,.462,.600,9.5,2.8,1.7,3
San Diego State Aztecs,.511,.349,.697,12.756756756756756,24.972972972972972,13.486486486486486,6.135135135135135,4.594594594594595,10.864864864864865,14.64864864864865,.478,.759,15.5,2.5,2.1,.551,.642,11.4,2.3,2.1,.393,.684,11.1,3.1,1.3,3
Syracuse Orange,.527,.354,.665,12.257142857142858,25.114285714285714,16.17142857142857,8.685714285714285,6.6,12.371428571428572,15.542857142857143,.507,.711,14.3,2.2,2.1,.588,.533,13.1,2.2,2.1,.458,.664,12.5,5.9,2.9,2
Temple Owls,.487,.353,.698,11.0,24.823529411764707,15.029411764705882,6.794117647058823,4.588235294117647,10.823529411764707,15.823529411764707,.471,.795,15.2,3.1,2.4,.490,.697,11.6,2.3,1.6,.374,.806,11.2,3.9,2.1,2
Tennessee Volunteers,.487,.300,.684,13.647058823529411,23.970588235294116,13.029411764705882,7.352941176470588,3.7058823529411766,13.352941176470589,19.470588235294116,.491,.735,17.0,1.3,2.8,.497,.753,15.3,1.3,1.8,.470,.667,8.8,2.3,1.7,1
Texas A&M Aggies,.487,.339,.697,12.484848484848484,23.666666666666668,13.454545454545455,6.515151515151516,1.5454545454545454,12.909090909090908,18.242424242424242,.490,.784,14.3,2.8,2.7,.498,.737,11.8,0.4,1.5,.420,.767,9.7,3.2,1.7,1
Texas Longhorns,.481,.376,.654,13.722222222222221,26.61111111111111,13.472222222222221,5.75,5.083333333333333,11.805555555555555,17.11111111111111,.481,.779,18.6,2.1,2.1,.546,.487,13.1,1.3,1.8,.468,.655,11.5,1.3,1.6,2
UCLA Bruins,.507,.327,.679,11.911764705882353,25.294117647058822,14.5,5.470588235294118,5.823529411764706,14.764705882352942,17.470588235294116,.595,.620,13.9,1.6,2.4,.534,.778,13.1,2.0,1.7,.438,.736,12.8,2.8,3.0,2
UConn Huskies,.477,.329,.763,13.902439024390244,25.75609756097561,13.024390243902438,6.317073170731708,5.560975609756097,11.365853658536585,15.75609756097561,.471,.819,23.5,4.5,2.3,.546,.797,11.1,1.6,1.3,.507,.630,9.6,0.4,1.1,7
UNC Asheville Bulldogs,.497,.326,.711,11.764705882352942,23.91176470588235,14.470588235294118,9.117647058823529,4.470588235294118,14.882352941176471,19.529411764705884,.486,.851,15.7,3.3,2.9,.446,.788,14.6,4.5,3.1,.544,.803,9.2,2.0,2.2,1
UNLV Rebels,.515,.330,.689,11.151515151515152,23.727272727272727,15.424242424242424,8.121212121212121,3.757575757575758,12.545454545454545,19.242424242424242,.509,.833,13.2,3.6,2.1,.550,.803,13.0,1.5,1.4,.368,.833,11.2,3.8,2.3,1
USC Trojans,.485,.354,.651,10.0,23.91176470588235,11.823529411764707,5.852941176470588,3.0588235294117645,11.470588235294118,17.323529411764707,.542,.755,17.1,1.6,1.7,.425,.645,10.5,3.9,2.4,.387,.654,9.9,3.2,2.1,0.5
Utah State Aggies,.517,.367,.737,10.676470588235293,26.558823529411764,14.705882352941176,4.764705882352941,3.235294117647059,11.823529411764707,17.38235294117647,.598,.711,14.8,2.1,2.2,.519,.802,11.8,3.4,2.6,.506,.745,10.5,1.7,0.8,1
Vanderbilt Commodores,.511,.371,.743,10.882352941176471,26.029411764705884,13.352941176470589,5.147058823529412,4.764705882352941,12.970588235294118,16.235294117647058,.542,.894,19.5,1.2,1.6,.493,.719,14.7,2.4,2.6,.588,.648,13.0,0.2,1.8,1
VCU Rams,.480,.370,.715,10.7,21.6,14.575,8.2,3.5,11.3,18.375,.547,.719,15.7,1.6,1.7,.526,.753,14.3,1.7,1.5,.438,.790,11.5,1.4,0.9,5
Villanova Wildcats,.482,.348,.757,12.181818181818182,24.87878787878788,13.636363636363637,6.303030303030303,3.787878787878788,11.878787878787879,17.515151515151516,.481,.786,15.6,4.8,2.3,.436,.894,14.9,1.3,1.4,.464,.820,13.8,4.5,2.8,1
Washington Huskies,.525,.371,.674,13.942857142857143,25.114285714285714,16.942857142857143,6.685714285714286,5.114285714285714,12.17142857142857,20.514285714285716,.512,.719,16.8,6.1,3.0,.547,.619,15.3,0.7,1.6,.548,.772,10.5,2.1,1.5,2
West Virginia Mountaineers,.475,.337,.711,14.212121212121213,22.96969696969697,14.878787878787879,4.666666666666667,4.121212121212121,12.030303030303031,18.12121212121212,.472,.871,13.6,1.1,1.7,.498,.604,13.1,1.1,1.1,.343,.827,11.3,3.0,2.2,2
Wisconsin Badgers,.489,.374,.818,10.441176470588236,21.558823529411764,13.0,3.5588235294117645,3.088235294117647,7.588235294117647,15.352941176470589,.513,.843,18.3,1.6,1.6,.436,.832,18.1,4.7,1.2,.540,.838,9.7,0.7,0.9,3
Wofford Terriers,.504,.400,.693,10.941176470588236,21.647058823529413,14.323529411764707,6.676470588235294,2.5294117647058822,11.882352941176471,19.235294117647058,.613,.758,20.1,1.2,1.2,.476,.664,13.9,2.5,1.5,.446,.761,12.6,3.1,1.8,1
Xavier Musketeers,.520,.329,.747,10.25,25.0625,13.25,5.4375,3.0625,12.0625,17.21875,.486,.870,19.7,5.4,3.4,.455,.728,13.6,3.1,2.8,.551,.702,11.7,1.2,1.3,1
