Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,i1-2P%,i1-FT%,i1-PTS,i1-AST,i1-TOV,i2-2P%,i2-FT%,i2-PTS,i2-AST,i2-TOV,i3-2P%,i3-FT%,i3-PTS,i3-AST,i3-TOV,Ranking
Kansas Jayhawks,.536,.404,.678,11.88888888888889,26.805555555555557,16.22222222222222,6.944444444444445,4.5,12.666666666666666,17.75,.500,.794,20.9,5.2,2.4,.549,.566,16.3,3.0,2.8,.504,.793,13.4,4.1,1.8,4
Kansas State Wildcats,.518,.362,.694,9.428571428571429,22.914285714285715,14.885714285714286,7.742857142857143,3.7142857142857144,12.942857142857143,18.0,.520,.767,13.0,3.5,2.3,.466,.615,11.7,2.4,1.7,.348,.764,11.7,4.1,2.9,1
Kent State Golden Flashes,.486,.320,.719,14.972222222222221,25.416666666666668,12.472222222222221,6.388888888888889,3.7222222222222223,12.916666666666666,19.02777777777778,.535,.777,19.0,2.5,2.9,.475,.782,15.8,0.9,2.0,.512,.719,13.1,2.4,2.1,1
Kentucky Wildcats,.529,.353,.704,12.368421052631579,27.42105263157895,15.394736842105264,6.026315789473684,5.2631578947368425,11.657894736842104,18.842105263157894,.497,.822,19.8,2.3,2.0,.521,.736,16.7,4.6,2.4,.599,.653,13.0,0.8,1.7,4
Louisville Cardinals,.505,.355,.686,13.441176470588236,26.058823529411764,13.558823529411764,6.676470588235294,5.470588235294118,11.0,19.176470588235293,.463,.806,15.6,2.7,1.6,.397,.720,12.4,4.1,1.5,.469,.771,12.1,2.1,1.4,2
Marquette Golden Eagles,.528,.429,.781,8.75,24.3125,16.40625,7.21875,3.59375,12.375,19.375,.454,.889,13.2,2.3,2.0,.512,.793,12.0,2.7,2.3,.493,.926,11.6,2.3,1.3,1
Maryland Terrapins,.512,.359,.699,10.636363636363637,24.90909090909091,14.303030303030303,5.454545454545454,4.666666666666667,12.909090909090908,18.575757575757574,.530,.789,16.8,3.7,3.0,.438,.698,10.5,0.9,1.6,.480,.769,10.3,3.7,2.3,1
Miami (OH) RedHawks,.503,.308,.691,9.3125,24.78125,11.375,7.4375,3.90625,14.59375,20.0625,.486,.777,16.7,4.8,4.6,.586,.676,11.8,1.5,1.7,.556,.680,9.7,0.7,1.5,1
Michigan State Spartans,.529,.373,.669,9.371428571428572,27.057142857142857,16.885714285714286,4.314285714285714,4.628571428571429,14.0,19.97142857142857,.550,.685,16.9,2.1,2.4,.592,.615,13.9,0.4,1.7,.472,.776,10.7,1.7,1.7,2
Michigan Wolverines,.563,.385,.779,7.368421052631579,21.86842105263158,13.868421052631579,5.7894736842105265,2.8421052631578947,9.157894736842104,15.026315789473685,.456,.876,15.5,5.0,1.7,.516,.671,13.0,3.0,1.9,.661,.726,12.1,0.5,1.4,3
Middle Tennessee Blue Raiders,.540,.367,.699,9.86111111111111,25.5,15.333333333333334,6.722222222222222,2.7777777777777777,10.38888888888889,18.194444444444443,.546,.696,17.3,1.6,1.7,.574,.808,15.3,2.0,1.3,.604,.724,14.5,2.4,1.5,1
Minnesota Golden Gophers,.475,.343,.711,11.117647058823529,28.323529411764707,14.911764705882353,5.705882352941177,6.676470588235294,11.558823529411764,16.970588235294116,.383,.808,15.2,5.0,1.9,.503,.753,12.2,3.1,1.9,.549,.615,11.3,0.9,1.6,1
Mount St. Mary's Mountaineers,.494,.358,.673,7.666666666666667,22.38888888888889,11.194444444444445,6.166666666666667,3.9444444444444446,13.11111111111111,17.77777777777778,.424,.739,15.0,4.4,3.4,.446,.868,14.1,2.9,2.6,.500,.748,11.8,0.7,2.0,1
Nevada Wolf Pack,.492,.382,.705,11.028571428571428,27.571428571428573,15.971428571428572,5.4,4.3428571428571425,11.028571428571428,16.6,.489,.828,19.7,3.7,1.7,.519,.692,16.0,1.8,2.4,.498,.590,15.0,1.9,1.8,1
New Mexico State Aggies,.546,.337,.712,12.823529411764707,26.558823529411764,14.852941176470589,4.882352941176471,3.764705882352941,13.676470588235293,18.441176470588236,.468,.829,16.7,4.2,2.2,.477,.810,13.7,1.3,1.5,.610,.756,13.7,2.1,2.2,1
New Orleans Privateers,.525,.317,.710,12.0625,23.5625,15.625,7.875,3.03125,16.6875,17.5625,.605,.783,19.3,2.3,2.8,.484,.728,11.5,2.7,1.9,.500,.771,10.6,2.5,1.8,0.5
UNC Tar Heels,.514,.355,.701,15.75,27.95,18.05,7.075,3.475,11.825,17.775,.510,.748,18.3,2.8,1.7,.477,.774,14.7,3.6,1.9,.555,.622,12.5,1.0,1.2,7
Northwestern State Demons,.479,.366,.690,11.620689655172415,24.551724137931036,13.96551724137931,6.758620689655173,2.6551724137931036,15.137931034482758,19.586206896551722,.547,.870,19.2,0.7,1.0,.397,.679,13.3,1.4,1.8,.523,.585,11.0,0.9,1.9,2
Notre Dame Fighting Irish,.509,.384,.800,9.277777777777779,24.38888888888889,15.722222222222221,7.083333333333333,3.7222222222222223,9.472222222222221,14.805555555555555,.540,.783,17.8,1.6,1.2,.495,.836,14.5,0.9,1.1,.476,.794,14.1,5.4,2.5,2
Oklahoma State Cowboys,.503,.402,.789,13.757575757575758,23.060606060606062,14.727272727272727,7.636363636363637,3.0,13.090909090909092,22.12121212121212,.452,.812,19.2,6.4,2.8,.589,.807,17.5,1.2,1.6,.446,.955,13.3,1.5,1.0,1
Oregon Ducks,.545,.380,.712,10.564102564102564,26.128205128205128,15.743589743589743,6.487179487179487,6.358974358974359,11.64102564102564,15.743589743589743,.532,.754,16.1,2.7,2.1,.513,.755,14.6,1.7,1.5,.633,.565,11.8,0.4,1.0,5
Princeton Tigers,.511,.378,.738,8.233333333333333,25.2,14.2,6.666666666666667,3.1,9.933333333333334,16.066666666666666,.529,.663,13.6,1.7,1.4,.429,.938,13.4,1.9,1.2,.563,.662,12.5,1.1,1.6,1
Providence Friars,.491,.371,.691,8.909090909090908,24.454545454545453,14.272727272727273,6.606060606060606,2.9696969696969697,12.484848484848484,17.242424242424242,.502,.748,15.7,1.4,2.5,.571,.678,12.5,1.0,1.4,.432,.714,11.4,6.7,2.9,0.5
Purdue Boilermakers,.527,.403,.757,9.82857142857143,27.942857142857143,18.285714285714285,5.171428571428572,2.4857142857142858,13.0,15.771428571428572,.548,.781,18.5,3.1,3.4,.518,.820,12.6,3.2,1.7,.587,.711,12.6,0.6,2.2,3
Rhode Island Rams,.512,.332,.668,11.685714285714285,25.485714285714284,13.342857142857143,6.485714285714286,5.885714285714286,11.114285714285714,20.714285714285715,.507,.727,14.9,1.4,1.9,.599,.658,13.6,0.7,1.5,.466,.750,12.6,2.0,1.5,2
Saint Mary's Gaels,.569,.394,.745,9.529411764705882,25.91176470588235,16.558823529411764,4.205882352941177,3.235294117647059,10.735294117647058,15.058823529411764,.630,.722,16.9,1.7,2.1,.609,.817,13.1,0.9,1.0,.462,.855,9.4,5.6,2.4,2
Seton Hall Pirates,.496,.338,.643,13.303030303030303,26.424242424242426,12.272727272727273,6.909090909090909,2.484848484848485,13.606060606060606,18.575757575757574,.448,.731,17.1,2.9,2.3,.480,.639,15.7,1.8,2.1,.543,.556,15.2,2.2,3.0,1
SMU Mustangs,.511,.406,.697,11.885714285714286,26.257142857142856,16.17142857142857,5.714285714285714,3.342857142857143,10.771428571428572,14.457142857142857,.529,.785,19.0,1.5,1.4,.465,.791,13.4,3.0,2.0,.455,.758,13.0,4.5,1.8,1
South Carolina Gamecocks,.462,.338,.699,12.54054054054054,23.83783783783784,12.64864864864865,7.783783783783784,3.8378378378378377,12.972972972972974,20.2972972972973,.471,.830,21.4,2.8,2.5,.454,.597,13.9,2.8,2.2,.486,.674,10.2,2.4,1.4,5
Texas Southern Tigers,.500,.296,.735,11.457142857142857,23.62857142857143,11.685714285714285,7.142857142857143,3.1714285714285713,11.628571428571428,17.34285714285714,.487,.786,16.8,2.5,2.3,.422,.719,14.3,3.1,3.1,.722,.526,11.3,0.4,0.9,1
Troy Trojans,.522,.359,.725,11.054054054054054,25.756756756756758,13.08108108108108,5.972972972972973,3.4864864864864864,12.486486486486486,17.675675675675677,.562,.702,16.5,1.4,1.9,.490,.818,14.8,1.6,1.3,.510,.776,11.9,1.6,1.5,1
UCLA Bruins,.591,.406,.738,9.527777777777779,28.97222222222222,21.416666666666668,5.888888888888889,5.305555555555555,11.222222222222221,16.194444444444443,.644,.679,16.3,2.4,1.5,.487,.821,15.5,2.6,1.0,.732,.673,14.6,7.6,2.5,3
UNC Wilmington Seahawks,.559,.366,.691,12.057142857142857,23.97142857142857,16.114285714285714,6.685714285714286,3.2857142857142856,10.371428571428572,19.97142857142857,.540,.680,17.4,3.0,1.9,.586,.772,15.8,2.2,2.2,.460,.705,14.6,5.4,1.7,1
USC Trojans,.510,.362,.741,10.75,24.97222222222222,15.277777777777779,7.0,5.277777777777778,11.055555555555555,15.86111111111111,.542,.907,15.1,1.7,1.6,.552,.741,14.8,1.4,2.1,.487,.798,12.9,5.5,2.2,2
Vanderbilt Commodores,.481,.376,.777,8.17142857142857,26.34285714285714,12.857142857142858,4.2,3.8,12.285714285714286,16.6,.459,.810,13.9,1.0,1.5,.472,.857,13.2,1.2,1.3,.466,.793,10.8,1.7,1.8,1
VCU Rams,.515,.331,.705,11.028571428571428,25.4,15.0,7.514285714285714,3.942857142857143,12.428571428571429,20.8,.518,.818,15.2,4.5,2.5,.594,.615,12.2,0.4,1.0,.543,.743,9.5,1.0,1.6,1
Vermont Catamounts,.554,.369,.700,9.314285714285715,24.742857142857144,13.6,5.685714285714286,4.314285714285714,11.2,15.857142857142858,.535,.745,12.8,0.7,2.0,.591,.810,11.5,1.2,1.3,.515,.727,11.2,3.9,1.8,1
Villanova Wildcats,.592,.369,.790,8.777777777777779,24.77777777777778,14.027777777777779,7.194444444444445,3.0277777777777777,11.166666666666666,14.305555555555555,.579,.747,18.7,2.9,2.0,.621,.876,14.7,4.1,2.1,.427,.862,13.1,2.0,1.4,2
Virginia Cavaliers,.497,.385,.709,8.735294117647058,24.176470588235293,13.911764705882353,5.588235294117647,4.0588235294117645,9.529411764705882,16.352941176470587,.453,.813,12.7,3.8,1.7,.667,1.000,11.0,0.0,0.0,.477,.796,8.9,1.0,1.1,2
Virginia Tech Hokies,.546,.403,.737,7.2727272727272725,25.09090909090909,15.06060606060606,3.9696969696969697,2.757575757575758,12.06060606060606,16.454545454545453,.573,.772,17.0,1.3,1.9,.455,1.000,14.0,2.0,1.0,.601,.730,13.3,3.3,2.8,1
Wake Forest Demon Deacons,.521,.385,.779,10.575757575757576,25.757575757575758,15.515151515151516,5.545454545454546,3.6666666666666665,11.787878787878787,20.242424242424242,.624,.745,19.2,0.5,1.8,.500,.826,16.2,5.5,2.3,.528,.756,12.5,3.5,1.7,0.5
West Virginia Mountaineers,.498,.362,.685,14.432432432432432,23.054054054054053,16.405405405405407,10.027027027027026,4.756756756756757,12.297297297297296,20.43243243243243,.487,.774,13.5,3.7,1.8,.494,.679,11.3,1.7,2.1,.500,.712,9.6,2.9,1.6,3
Wichita State Shockers,.507,.403,.733,12.055555555555555,28.833333333333332,16.27777777777778,6.527777777777778,3.888888888888889,11.277777777777779,18.77777777777778,.508,.819,11.5,1.7,1.4,.516,.802,11.4,3.3,1.1,.540,.739,9.8,0.6,1.5,2
Winthrop Eagles,.517,.373,.717,9.575757575757576,27.515151515151516,12.818181818181818,6.545454545454546,5.121212121212121,13.030303030303031,18.333333333333332,.465,.868,22.3,2.6,2.3,.539,.698,16.5,2.8,2.9,.472,.829,8.0,1.3,0.9,1
Wisconsin Badgers,.511,.359,.644,12.432432432432432,24.783783783783782,13.621621621621621,6.756756756756757,3.5135135135135136,11.108108108108109,16.27027027027027,.459,.905,14.5,2.0,1.4,.586,.500,14.0,2.8,2.2,.488,.587,14.0,2.7,1.7,3
Xavier Musketeers,.520,.345,.688,11.868421052631579,25.394736842105264,14.736842105263158,6.0,2.6315789473684212,12.578947368421053,18.710526315789473,.506,.754,18.5,2.1,2.2,.533,.735,15.0,5.0,2.8,.496,.785,14.4,2.9,2.0,4
