Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,Ranking
UCF Knights,.531,.373,.696,12.272727272727273,23.303030303030305,15.515151515151516,6.696969696969697,4.333333333333333,15.030303030303031,18.848484848484848,1
UCLA Bruins,.504,.346,.719,11.827586206896552,25.0,14.379310344827585,5.827586206896552,2.5517241379310347,16.0,18.344827586206897,1
UConn Huskies,.511,.317,.700,15.419354838709678,30.129032258064516,17.129032258064516,6.096774193548387,8.870967741935484,15.096774193548388,15.870967741935484,2
Utah State Aggies,.580,.391,.691,9.59375,24.625,17.15625,5.59375,2.875,12.375,13.78125,1
Utah Utes,.590,.328,.715,10.685714285714285,23.428571428571427,14.742857142857142,6.0285714285714285,2.6857142857142855,14.371428571428572,14.457142857142857,3
UTEP Miners,.501,.364,.792,11.028571428571428,23.17142857142857,16.542857142857144,7.285714285714286,2.9714285714285715,12.17142857142857,16.6,1
Vermont Catamounts,.487,.358,.722,12.40625,25.34375,15.40625,6.75,1.71875,11.875,15.8125,2
Villanova Wildcats,.474,.359,.736,14.46875,22.8125,12.03125,8.34375,5.5625,12.78125,18.625,3
Wake Forest Demon Deacons,.534,.399,.684,14.090909090909092,25.757575757575758,16.09090909090909,8.606060606060606,3.5757575757575757,14.666666666666666,19.393939393939394,2
Washington Huskies,.528,.384,.733,14.942857142857143,22.34285714285714,18.857142857142858,8.228571428571428,2.4857142857142858,14.257142857142858,20.514285714285716,3
West Virginia Mountaineers,.525,.360,.742,9.714285714285714,20.714285714285715,16.514285714285716,8.0,3.7142857142857144,11.771428571428572,15.142857142857142,4
Winthrop Eagles,.488,.364,.677,11.242424242424242,23.727272727272727,14.454545454545455,8.151515151515152,3.787878787878788,14.06060606060606,18.666666666666668,1
Wisconsin Badgers,.468,.391,.677,10.058823529411764,24.529411764705884,13.058823529411764,5.264705882352941,1.8235294117647058,11.441176470588236,15.088235294117647,4
