Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,Ranking
Hawaii Rainbow Warriors,.543,.322,.684,10.588235294117647,26.764705882352942,15.441176470588236,7.5588235294117645,3.6470588235294117,13.029411764705882,20.441176470588236,2
Holy Cross Crusaders,.472,.326,.687,7.9714285714285715,22.085714285714285,13.714285714285714,6.257142857142857,2.4571428571428573,11.028571428571428,16.714285714285715,1
Indiana Hoosiers,.562,.415,.733,11.82857142857143,24.97142857142857,16.0,6.828571428571428,3.914285714285714,13.542857142857143,18.485714285714284,3
Iona Gaels,.525,.370,.711,10.545454545454545,26.363636363636363,16.696969696969695,7.515151515151516,4.090909090909091,12.787878787878787,19.454545454545453,1
Iowa Hawkeyes,.487,.374,.717,11.878787878787879,26.21212121212121,15.848484848484848,6.757575757575758,4.7272727272727275,10.272727272727273,16.303030303030305,2
Iowa State Cyclones,.567,.387,.702,8.685714285714285,26.857142857142858,16.485714285714284,6.228571428571429,4.057142857142857,11.371428571428572,15.485714285714286,3
Kansas Jayhawks,.533,.418,.713,10.578947368421053,27.394736842105264,15.894736842105264,6.657894736842105,4.157894736842105,12.578947368421053,18.92105263157895,4
Kentucky Wildcats,.529,.366,.690,12.527777777777779,26.22222222222222,14.222222222222221,5.722222222222222,5.75,10.805555555555555,20.416666666666668,2
Little Rock Trojans,.490,.384,.729,9.0,25.142857142857142,12.885714285714286,6.571428571428571,3.0285714285714285,10.142857142857142,18.285714285714285,2
Maryland Terrapins,.562,.361,.768,8.86111111111111,26.916666666666668,13.555555555555555,5.833333333333333,5.388888888888889,12.722222222222221,16.805555555555557,3
Miami (FL) Hurricanes,.532,.375,.749,9.428571428571429,25.057142857142857,12.514285714285714,6.142857142857143,3.6285714285714286,10.942857142857143,16.6,3
Michigan State Spartans,.514,.434,.729,11.857142857142858,29.685714285714287,20.542857142857144,4.457142857142857,5.057142857142857,11.6,19.17142857142857,1
Michigan Wolverines,.527,.380,.738,8.055555555555555,23.944444444444443,14.916666666666666,5.638888888888889,2.25,9.666666666666666,15.5,1
Middle Tennessee Blue Raiders,.481,.390,.616,10.542857142857143,26.114285714285714,13.0,6.142857142857143,3.5142857142857142,11.971428571428572,20.0,2
UNC Tar Heels,.539,.327,.747,14.2,26.4,17.7,6.725,4.425,10.775,17.95,6
Northern Illinois Huskies,.469,.349,.684,12.235294117647058,26.91176470588235,13.882352941176471,7.352941176470588,3.4705882352941178,12.647058823529411,20.205882352941178,2
Northern Iowa Panthers,.516,.374,.757,5.416666666666667,24.88888888888889,11.916666666666666,5.666666666666667,2.611111111111111,9.916666666666666,15.555555555555555,1
Notre Dame Fighting Irish,.529,.374,.742,10.583333333333334,24.555555555555557,13.333333333333334,5.472222222222222,3.9722222222222223,9.972222222222221,15.11111111111111,4
Oklahoma Sooners,.482,.422,.722,11.0,27.324324324324323,14.513513513513514,6.675675675675675,5.081081081081081,13.08108108108108,17.027027027027028,5
Oregon Ducks,.531,.343,.715,11.631578947368421,24.736842105263158,13.605263157894736,7.2368421052631575,5.815789473684211,11.342105263157896,17.763157894736842,4
Oregon State Beavers,.472,.371,.671,10.53125,23.90625,13.5,7.375,3.3125,11.28125,20.0625,1
Pitt Panthers,.507,.346,.752,12.636363636363637,25.454545454545453,16.575757575757574,4.909090909090909,3.6666666666666665,11.636363636363637,17.606060606060606,1
Providence Friars,.480,.321,.725,11.485714285714286,24.6,15.714285714285714,6.542857142857143,3.5142857142857142,11.342857142857143,16.885714285714286,2
Purdue Boilermakers,.528,.367,.744,11.428571428571429,29.8,17.571428571428573,4.2,4.714285714285714,11.971428571428572,17.34285714285714,1
Seton Hall Pirates,.488,.347,.658,12.882352941176471,26.970588235294116,13.382352941176471,7.382352941176471,4.5588235294117645,13.794117647058824,18.705882352941178,1
Southern Jaguars,.486,.346,.670,10.428571428571429,25.514285714285716,10.885714285714286,7.371428571428571,3.5142857142857142,11.17142857142857,19.428571428571427,0.5
Stephen F. Austin Lumberjacks,.545,.363,.735,11.911764705882353,23.029411764705884,18.676470588235293,9.117647058823529,3.588235294117647,12.088235294117647,20.58823529411765,2
Stony Brook Seawolves,.511,.368,.673,12.878787878787879,26.87878787878788,16.393939393939394,6.181818181818182,4.545454545454546,11.484848484848484,15.848484848484848,1
Syracuse Orange,.473,.360,.688,12.027027027027026,23.62162162162162,13.324324324324325,8.108108108108109,4.378378378378378,11.891891891891891,16.16216216216216,5
Temple Owls,.449,.337,.684,11.242424242424242,25.87878787878788,13.484848484848484,5.242424242424242,3.121212121212121,9.242424242424242,16.21212121212121,1
Texas A&M Aggies,.513,.341,.672,12.432432432432432,27.054054054054053,16.54054054054054,7.027027027027027,3.5945945945945947,11.72972972972973,18.054054054054053,3
Texas Longhorns,.484,.341,.666,11.0,23.515151515151516,11.424242424242424,5.0606060606060606,4.363636363636363,10.333333333333334,20.848484848484848,1
Texas Tech Red Raiders,.492,.346,.742,10.1875,23.75,13.0625,5.9375,4.1875,12.03125,18.40625,1
Tulsa Golden Hurricane,.511,.326,.677,10.09375,25.0,13.59375,6.75,2.75,10.8125,17.59375,0.5
UConn Huskies,.500,.365,.793,9.305555555555555,26.805555555555557,13.583333333333334,5.833333333333333,5.055555555555555,10.694444444444445,18.25,2
UNC Asheville Bulldogs,.513,.323,.694,11.647058823529411,25.941176470588236,12.411764705882353,9.176470588235293,3.2941176470588234,13.058823529411764,17.264705882352942,1
UNC Wilmington Seahawks,.512,.340,.703,12.030303030303031,25.454545454545453,13.272727272727273,7.454545454545454,4.333333333333333,11.333333333333334,24.03030303030303,1
USC Trojans,.494,.387,.676,11.794117647058824,27.529411764705884,14.823529411764707,6.323529411764706,5.323529411764706,12.205882352941176,17.352941176470587,1
Utah Utes,.561,.366,.721,9.63888888888889,27.444444444444443,15.472222222222221,5.527777777777778,4.138888888888889,12.527777777777779,15.25,2
Vanderbilt Commodores,.501,.382,.695,9.484848484848484,29.09090909090909,14.757575757575758,4.212121212121212,5.515151515151516,11.696969696969697,19.151515151515152,0.5
VCU Rams,.501,.352,.692,12.083333333333334,25.333333333333332,14.305555555555555,8.583333333333334,3.75,11.25,19.61111111111111,2
Villanova Wildcats,.574,.362,.782,8.775,25.85,15.925,7.05,3.4,11.0,17.025,7
Virginia Cavaliers,.526,.402,.752,8.72972972972973,23.405405405405407,14.891891891891891,5.378378378378378,3.2162162162162162,9.324324324324325,16.10810810810811,4
Weber State Wildcats,.561,.371,.676,8.571428571428571,28.457142857142856,13.628571428571428,5.0,3.4,13.2,17.457142857142856,1
West Virginia Mountaineers,.503,.325,.673,15.942857142857143,23.485714285714284,14.571428571428571,9.8,2.657142857142857,14.228571428571428,23.4,1
Wichita State Shockers,.493,.324,.717,11.628571428571428,25.65714285714286,13.971428571428572,7.285714285714286,3.5714285714285716,9.885714285714286,20.142857142857142,2
Wisconsin Badgers,.466,.349,.703,11.371428571428572,23.714285714285715,11.428571428571429,5.857142857142857,3.257142857142857,11.028571428571428,16.8,3
Xavier Musketeers,.498,.363,.730,12.823529411764707,27.970588235294116,16.11764705882353,7.235294117647059,2.9705882352941178,12.617647058823529,19.941176470588236,2
Yale Bulldogs,.517,.363,.670,13.566666666666666,26.7,15.066666666666666,5.666666666666667,4.566666666666666,13.266666666666667,17.666666666666668,2
