Teams,2P%,3P%,FT%,ORB/G,DRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,i1-2P%,i1-FT%,i1-PTS,i1-AST,i1-TOV,i2-2P%,i2-FT%,i2-PTS,i2-AST,i2-TOV,i3-2P%,i3-FT%,i3-PTS,i3-AST,i3-TOV,Ranking
George Mason Patriots,.538,.356,.664,10.057142857142857,24.82857142857143,14.485714285714286,7.114285714285714,3.5142857142857142,12.82857142857143,15.114285714285714,.550,.651,13.7,1.8,2.0,.451,.802,12.6,2.8,2.4,.563,.733,11.9,2.2,1.9,5
George Washington Colonials,.509,.356,.646,14.033333333333333,24.066666666666666,17.033333333333335,9.266666666666667,4.5,14.0,18.433333333333334,.563,.709,14.5,3.1,2.0,.564,.534,12.6,0.8,2.3,.483,.794,12.6,2.8,1.6,2
Georgetown Hoyas,.535,.355,.706,10.727272727272727,21.96969696969697,15.575757575757576,6.03030303030303,3.606060606060606,11.545454545454545,14.727272727272727,.498,.624,11.9,3.3,2.5,.590,.723,11.6,1.3,1.4,.526,.684,11.0,1.8,2.1,3
Gonzaga Bulldogs,.518,.364,.782,12.454545454545455,25.09090909090909,13.909090909090908,7.090909090909091,2.8484848484848486,13.151515151515152,18.939393939393938,.523,.772,28.1,1.7,2.3,.594,.833,19.3,1.4,2.4,.439,.912,11.1,2.8,1.5,3
Hampton Pirates,.457,.316,.619,13.8125,25.5,12.1875,7.53125,3.09375,16.125,20.5625,.517,.810,13.1,1.1,1.8,.378,.738,11.7,1.2,1.8,.542,.460,10.2,0.5,2.2,0.5
Illinois Fighting Illini,.512,.361,.643,12.212121212121213,23.515151515151516,15.151515151515152,6.151515151515151,2.393939393939394,12.303030303030303,17.696969696969695,.407,.757,14.2,5.8,2.8,.625,.651,13.6,1.8,2.0,.408,.880,10.0,2.1,1.4,2
Indiana Hoosiers,.505,.395,.690,10.290322580645162,23.677419354838708,15.03225806451613,6.32258064516129,2.3225806451612905,14.387096774193548,18.516129032258064,.563,.607,17.1,1.9,3.9,.463,.804,13.5,3.5,3.3,.491,.890,12.6,2.4,1.8,2
Iona Gaels,.509,.402,.691,13.32258064516129,23.451612903225808,15.516129032258064,7.709677419354839,4.129032258064516,15.096774193548388,18.580645161290324,.472,.824,25.2,2.5,3.2,.448,.753,16.1,4.4,2.7,.531,.719,11.5,1.2,2.3,1
Iowa Hawkeyes,.475,.335,.710,10.941176470588236,26.852941176470587,14.764705882352942,6.617647058823529,4.911764705882353,14.882352941176471,15.205882352941176,.475,.695,14.1,1.8,2.5,.494,.848,13.9,2.3,2.0,.431,.746,13.6,5.6,2.8,1
Kansas Jayhawks,.511,.380,.672,13.121212121212121,26.424242424242426,17.848484848484848,9.787878787878787,5.606060606060606,15.636363636363637,18.151515151515152,.474,.761,13.5,2.0,2.5,.507,.788,11.5,3.8,2.8,.396,.742,9.3,4.6,2.2,1
Kent State Golden Flashes,.495,.359,.715,11.088235294117647,22.147058823529413,13.294117647058824,7.794117647058823,2.411764705882353,13.264705882352942,20.058823529411764,.506,.730,14.6,2.2,1.9,.464,.786,13.0,3.9,3.1,.503,.738,10.5,1.4,1.8,1
Kentucky Wildcats,.506,.350,.676,12.82857142857143,23.314285714285713,14.142857142857142,5.885714285714286,3.0285714285714285,13.257142857142858,17.0,.608,.686,13.3,0.3,1.8,.540,.571,11.2,4.9,2.3,.457,.718,10.2,1.1,1.0,2
LSU Fighting Tigers,.504,.324,.690,13.777777777777779,26.416666666666668,15.194444444444445,8.277777777777779,6.555555555555555,15.416666666666666,15.75,.506,.676,18.6,1.4,2.7,.470,.758,16.8,4.4,2.8,.606,.657,12.3,1.3,1.8,5
Marquette Golden Eagles,.489,.397,.732,12.161290322580646,23.70967741935484,15.548387096774194,7.516129032258065,3.032258064516129,14.774193548387096,19.258064516129032,.500,.974,17.5,1.3,1.0,.496,.641,15.3,5.4,2.8,.470,.750,11.1,2.7,3.8,1
Memphis Tigers,.502,.354,.682,15.35135135135135,25.945945945945947,15.297297297297296,9.756756756756756,6.351351351351352,15.54054054054054,20.45945945945946,.484,.712,17.2,1.3,1.5,.458,.783,13.4,3.1,3.2,.489,.786,13.2,1.9,2.3,4
Michigan State Spartans,.517,.378,.769,10.970588235294118,24.676470588235293,16.676470588235293,6.294117647058823,2.9705882352941178,14.058823529411764,18.441176470588236,.522,.761,19.3,2.5,2.6,.580,.870,17.5,1.6,2.5,.513,.830,17.2,2.7,2.5,1
Milwaukee Panthers,.485,.335,.690,14.580645161290322,23.64516129032258,12.548387096774194,6.967741935483871,2.935483870967742,13.580645161290322,19.193548387096776,.533,.652,16.5,1.7,3.0,.450,.768,16.3,1.2,1.7,.600,.702,13.4,2.7,1.6,1
Monmouth Hawks,.500,.337,.670,8.705882352941176,24.058823529411764,14.764705882352942,7.470588235294118,3.6176470588235294,15.0,16.764705882352942,.495,.718,12.3,2.1,1.7,.537,.717,11.6,2.2,2.3,.566,.609,9.2,3.5,1.8,1
Montana Grizzlies,.544,.386,.718,11.225806451612904,24.129032258064516,18.225806451612904,7.387096774193548,3.064516129032258,13.903225806451612,18.161290322580644,.614,.607,16.6,1.5,1.5,.558,.813,16.1,2.4,1.7,.503,.761,10.1,4.0,3.1,2
Murray State Racers,.506,.353,.651,13.225806451612904,23.580645161290324,15.64516129032258,8.064516129032258,4.741935483870968,12.483870967741936,18.322580645161292,.633,.673,10.6,3.1,1.3,.518,.738,10.3,2.8,1.1,.513,.706,9.0,1.5,1.2,1
NC State Wolfpack,.545,.371,.751,8.875,23.9375,15.625,7.28125,4.6875,13.5625,17.65625,.601,.842,14.1,1.9,1.8,.583,.678,11.8,1.7,1.8,.531,.781,10.8,3.4,2.0,2
Nevada Wolf Pack,.489,.360,.718,12.727272727272727,25.696969696969695,15.575757575757576,5.424242424242424,4.848484848484849,12.909090909090908,16.272727272727273,.593,.846,21.8,2.1,1.8,.525,.851,15.0,1.3,1.8,.437,.771,10.2,2.3,2.2,1
UNC Tar Heels,.524,.375,.708,13.935483870967742,25.967741935483872,17.806451612903224,7.806451612903226,4.096774193548387,16.516129032258064,17.129032258064516,.571,.739,18.9,1.3,2.5,.532,.800,14.3,1.4,2.6,.580,.625,12.9,3.5,3.1,2
Northern Iowa Panthers,.525,.341,.720,8.454545454545455,24.87878787878788,13.303030303030303,5.424242424242424,3.757575757575758,12.151515151515152,14.545454545454545,.437,.775,14.2,3.8,2.6,.610,.731,11.8,1.3,1.6,.580,.580,11.5,1.7,1.8,1
Northwestern State Demons,.504,.367,.666,13.470588235294118,22.529411764705884,17.323529411764707,9.176470588235293,3.323529411764706,15.735294117647058,20.529411764705884,.556,.622,14.2,1.8,1.8,.467,.615,9.8,0.8,1.1,.422,.698,9.3,3.3,1.5,2
Ohio State Buckeyes,.532,.365,.718,10.03125,23.96875,15.34375,6.75,2.78125,11.84375,15.28125,.561,.658,15.3,0.6,2.0,.525,.800,12.2,3.1,1.9,.553,.781,11.2,1.4,1.9,2
Oklahoma Sooners,.492,.359,.714,14.482758620689655,22.06896551724138,14.586206896551724,7.137931034482759,3.4482758620689653,14.172413793103448,17.20689655172414,.569,.710,14.2,0.9,2.6,.446,.792,12.7,6.9,4.0,.298,.848,12.4,2.0,1.2,1
Oral Roberts Golden Eagles,.490,.389,.709,13.181818181818182,23.636363636363637,16.0,6.666666666666667,4.242424242424242,14.303030303030303,17.666666666666668,.533,.763,20.8,1.6,2.9,.374,.831,14.2,2.3,2.5,.581,.650,12.5,3.2,2.7,1
Pacific Tigers,.531,.389,.746,10.0,25.46875,16.0625,5.875,2.09375,13.09375,15.65625,.543,.849,17.6,2.1,2.6,.536,.873,14.8,3.1,2.4,.495,.825,10.5,2.5,1.5,1
Penn Quakers,.520,.323,.675,10.413793103448276,21.275862068965516,14.241379310344827,9.758620689655173,2.689655172413793,13.172413793103448,18.344827586206897,.620,.721,18.2,2.2,1.7,.536,.625,12.7,1.5,2.5,.430,.607,9.9,2.5,1.9,1
Pitt Panthers,.504,.352,.693,12.787878787878787,26.03030303030303,16.393939393939394,6.151515151515151,3.878787878787879,13.696969696969697,17.12121212121212,.431,.729,15.0,4.8,3.1,.526,.634,13.9,1.8,2.7,.561,.831,8.0,2.2,1.0,2
San Diego State Aztecs,.489,.396,.728,13.030303030303031,22.606060606060606,13.090909090909092,7.606060606060606,3.0606060606060606,15.090909090909092,16.515151515151516,.440,.849,18.4,3.5,3.6,.492,.762,16.5,1.9,2.9,.514,.814,14.3,1.0,2.0,1
Seton Hall Pirates,.443,.335,.746,12.5,24.333333333333332,12.433333333333334,6.866666666666666,2.7,13.433333333333334,18.966666666666665,.409,.844,16.1,4.5,2.4,.453,.701,15.2,1.2,2.9,.409,.767,12.1,1.7,2.3,1
South Alabama Jaguars,.514,.367,.703,11.161290322580646,22.677419354838708,14.064516129032258,8.516129032258064,1.3870967741935485,13.387096774193548,18.64516129032258,.469,.669,13.4,2.8,2.6,.575,.841,10.8,1.8,1.1,.550,.677,9.0,1.5,1.3,1
Southern Illinois Salukis,.449,.334,.686,11.636363636363637,20.87878787878788,12.242424242424242,8.424242424242424,3.1818181818181817,14.333333333333334,19.78787878787879,.407,.781,15.0,3.3,2.7,.426,.841,11.6,1.9,2.2,.509,.785,10.0,1.2,1.6,1
Southern Utah Thunderbirds,.502,.429,.705,7.133333333333334,22.066666666666666,15.633333333333333,6.333333333333333,2.2333333333333334,14.633333333333333,18.733333333333334,.522,.746,13.5,1.5,2.2,.571,.743,9.9,1.5,1.5,.462,.746,9.9,0.8,2.1,1
Syracuse Orange,.496,.339,.643,13.6,24.62857142857143,15.457142857142857,8.942857142857143,6.314285714285714,15.2,17.857142857142858,.385,.902,16.0,5.9,3.3,.497,.677,13.3,1.4,1.8,.486,.821,12.2,2.3,2.3,1
Tennessee Volunteers,.509,.387,.701,11.733333333333333,21.766666666666666,16.966666666666665,10.033333333333333,3.2666666666666666,12.866666666666667,18.066666666666666,.536,.917,17.2,1.9,1.2,.497,.878,15.3,3.9,2.1,.564,.623,10.6,1.0,2.3,2
Texas A&M Aggies,.491,.361,.679,10.483870967741936,21.548387096774192,16.419354838709676,8.580645161290322,3.032258064516129,13.419354838709678,21.548387096774192,.496,.764,16.1,4.0,2.5,.535,.735,15.3,1.5,1.9,.500,.689,8.3,1.6,1.4,2
Texas Longhorns,.506,.373,.727,14.0,26.486486486486488,14.837837837837839,8.0,5.027027027027027,13.45945945945946,15.162162162162161,.514,.747,16.1,2.9,3.1,.569,.646,15.0,0.5,1.6,.456,.726,13.4,3.1,1.9,4
UCLA Bruins,.539,.346,.691,11.0,22.41025641025641,13.871794871794872,5.743589743589744,2.8461538461538463,14.41025641025641,16.641025641025642,.566,.806,15.8,1.8,2.0,.472,.717,13.5,5.1,3.6,.385,.875,11.3,1.0,1.8,6
UConn Huskies,.508,.366,.706,15.676470588235293,28.08823529411765,15.911764705882353,6.617647058823529,8.764705882352942,14.382352941176471,15.617647058823529,.500,.732,15.2,2.1,2.5,.482,.717,12.8,0.7,1.0,.410,.862,12.3,8.6,3.7,4
UNC Wilmington Seahawks,.481,.338,.699,11.787878787878787,24.303030303030305,15.333333333333334,7.515151515151516,1.6666666666666667,12.545454545454545,20.666666666666668,.461,.862,13.6,1.9,1.3,.587,.688,11.2,5.2,2.3,.527,.761,10.5,0.5,1.5,1
Utah State Aggies,.547,.401,.722,9.5,24.25,17.25,5.15625,2.84375,13.15625,15.375,.634,.744,17.3,3.0,2.1,.479,.789,16.3,2.6,1.7,.591,.647,9.1,0.5,1.5,1
Villanova Wildcats,.444,.375,.757,13.909090909090908,22.393939393939394,12.212121212121213,7.757575757575758,4.818181818181818,11.212121212121213,18.636363636363637,.463,.791,20.5,3.0,2.2,.416,.889,18.5,1.8,1.8,.468,.786,11.0,3.7,2.1,4
Washington Huskies,.513,.365,.749,14.393939393939394,22.939393939393938,16.03030303030303,8.272727272727273,3.4545454545454546,14.727272727272727,19.21212121212121,.537,.810,20.2,4.1,2.3,.496,.671,13.8,1.3,1.9,.556,.746,10.4,1.3,2.0,3
West Virginia Mountaineers,.548,.349,.745,7.818181818181818,19.90909090909091,17.454545454545453,8.06060606060606,2.8181818181818183,8.696969696969697,12.696969696969697,.543,.857,19.3,1.2,1.4,.658,.686,16.8,1.9,1.3,.520,.792,9.3,4.4,1.6,3
Wichita State Shockers,.480,.366,.724,12.142857142857142,25.485714285714284,14.914285714285715,5.228571428571429,1.8285714285714285,12.82857142857143,15.628571428571428,.515,.738,13.1,1.2,1.8,.391,.851,12.0,2.8,1.7,.473,.818,11.3,1.5,1.8,3
Winthrop Eagles,.501,.362,.692,12.96774193548387,23.387096774193548,15.806451612903226,9.612903225806452,3.2903225806451615,14.161290322580646,17.096774193548388,.490,.556,13.8,1.4,1.7,.450,.844,13.3,3.5,2.6,.609,.661,12.8,1.4,2.0,1
Wisconsin Badgers,.472,.347,.664,12.903225806451612,23.35483870967742,13.580645161290322,5.32258064516129,3.3548387096774195,11.580645161290322,17.225806451612904,.486,.545,19.0,1.7,2.0,.372,.829,14.2,2.4,2.6,.564,.657,9.9,1.4,1.3,1
Xavier Musketeers,.510,.371,.724,10.5625,24.46875,15.6875,6.21875,4.75,12.8125,17.75,.640,.696,15.3,1.5,1.7,.421,.782,14.4,3.3,2.3,.448,.771,11.0,2.5,1.6,1
